OBJECTID,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,index_right,FID,SBZ,Name
228523,14201005144200811200,14,7,13,000,2020,10,16,2,3,5,3,0,1,1,0,0,0,0,"731711,326600000260000","5692299,996899999700000",12.326557227000023,51.334694401000036,0,7,7,7,Alt-West
228527,14201009144200819260,14,7,13,000,2020,10,21,6,3,5,3,2,1,1,0,0,0,0,"734905,335699999700000","5692083,884299999100000",12.372184767000022,51.33144429300006,1,0,0,0,Mitte
228528,14201001148113810900,14,7,13,000,2020,10,07,5,3,5,2,0,1,1,0,0,0,0,"735745,249699999580000","5695363,073499999900000",12.386390825000035,51.36053166700003,0,9,9,9,Nord
228535,14201002144200803520,14,7,13,000,2020,10,14,6,2,6,4,0,0,1,1,0,0,0,"739832,781899999830000","5693960,400800000900000",12.444048482000028,51.34623125400003,0,2,2,2,Ost
228542,14201008144200814930,14,7,13,000,2020,10,10,5,3,5,3,0,1,0,0,0,0,1,"736247,752799999900000","5694971,365299999700000",12.393335410000077,51.35680693300003,0,9,9,9,Nord
228543,14201001144100798130,14,7,13,000,2020,10,16,5,2,5,3,0,0,1,0,0,0,0,"735278,726400000040000","5690905,347500000100000",12.376757089000023,51.32071099600006,0,4,4,4,Süd
228550,14201008148410829510,14,7,13,000,2020,10,13,5,3,2,2,0,0,1,0,0,0,0,"734205,423100000250000","5692888,739000000100000",12.362684878000039,51.338957676000064,1,0,0,0,Mitte
228567,14200928144200787810,14,7,13,000,2020,09,18,2,3,5,3,0,1,1,0,0,0,0,"738365,712100000120000","5694875,956800000700000",12.423634666000055,51.355066185000055,0,1,1,1,Nordost
228569,14201003148110842770,14,7,13,000,2020,10,11,7,3,2,2,0,0,1,0,0,0,0,"737508,139399999750000","5694757,637700000800000",12.411261910000064,51.35436317500006,0,1,1,1,Nordost
228570,14201009148210832680,14,7,13,000,2020,10,15,6,3,2,6,0,0,1,0,0,0,0,"738231,098600000140000","5690697,582499999600000",12.418910720000042,51.317617760000076,1,3,3,3,Südost
228572,14201007148110819290,14,7,13,000,2020,10,17,4,3,5,3,0,1,1,0,0,0,0,"733709,830400000330000","5693400,692700000500000",12.355918316000043,51.34375714300006,1,0,0,0,Mitte
228582,14201009144200847120,14,7,13,000,2020,10,11,6,2,5,3,0,1,1,0,0,0,0,"734768,385400000030000","5694909,606399999900000",12.372085467000034,51.35686562300003,1,0,0,0,Mitte
228589,14201011148410835670,14,7,13,000,2020,10,19,1,3,3,5,2,1,1,0,0,0,0,"737154,835500000040000","5692700,288000000600000",12.404826840000055,51.33604378700005,1,3,3,3,Südost
228591,14201002148310811370,14,7,13,000,2020,10,13,6,3,2,6,0,1,1,0,0,0,0,"731826,536999999550000","5692170,104299999800000",12.328123728000037,51.33348143100005,0,7,7,7,Alt-West
228615,14201007148410815040,14,7,13,000,2020,10,09,4,3,6,6,0,0,1,1,0,0,0,"735173,135800000280000","5695120,119500000000000",12.378027383000074,51.35858790700007,0,0,0,0,Mitte
228617,14200927148110785090,14,7,13,000,2020,09,01,1,2,8,1,2,0,1,0,0,0,0,"738097,847199999730000","5697461,615399999500000",12.421525863000056,51.37838706900004,1,1,1,1,Nordost
228623,14201003144200811090,14,7,13,000,2020,10,11,7,3,5,3,0,1,1,0,0,0,0,"732715,608500000090000","5691934,678400000600000",12.34071031700006,51.33100501500007,0,5,5,5,Südwest
228626,14201007144200859230,14,7,13,000,2020,10,07,4,3,2,2,0,0,1,0,0,0,0,"739690,185800000090000","5692519,145999999700000",12.441034842000022,51.33335505900004,0,2,2,2,Ost
228629,14201005148121811330,14,7,13,000,2020,10,06,2,3,5,3,1,1,1,0,0,0,0,"736338,832799999970000","5692761,933000000200000",12.393174498000064,51.33693680700003,1,0,0,0,Mitte
228633,14201009144200829240,14,7,13,000,2020,10,07,6,2,5,2,0,1,1,0,0,0,0,"731532,360799999910000","5691626,413899999100000",12.323554880000074,51.328720634000035,1,7,7,7,Alt-West
228634,14201001148410819340,14,7,13,000,2020,10,18,5,3,5,3,1,1,1,0,0,0,0,"737661,815000000410000","5692649,742200000200000",12.41205797300006,51.33537845600006,0,2,2,2,Ost
228641,14201002144200810890,14,7,13,000,2020,10,10,6,3,5,3,0,1,1,0,0,0,0,"726594,370000000110000","5691388,416999999400000",12.252644619000023,51.328572473000065,0,6,6,6,West
228644,14200930148310811390,14,7,13,000,2020,09,08,4,3,6,3,0,0,1,1,0,0,0,"732394,841599999930000","5691691,892599999900000",12.335955660000025,51.32895673300004,0,5,5,5,Südwest
228649,14201008144200856950,14,7,13,000,2020,10,09,5,3,6,2,0,0,1,1,0,0,0,"737968,780100000090000","5693728,918600000400000",12.41717763500003,51.34493676100004,0,2,2,2,Ost
228652,14200926148410798230,14,7,13,000,2020,09,23,7,3,2,6,2,0,1,0,0,0,0,"735003,916500000280000","5691875,773299999500000",12.373460071000068,51.32953548800003,1,0,0,0,Mitte
228654,14201010144200835430,14,7,13,000,2020,10,04,7,2,0,7,2,1,0,0,0,0,1,"735975,330500000160000","5691626,079600000800000",12.38721320600007,51.32689203800004,1,0,0,0,Mitte
228655,14200926148310785250,14,7,13,000,2020,09,13,7,3,2,2,0,0,1,0,0,0,0,"733383,302699999880000","5690619,212200000900000",12.349416491000056,51.318923021000046,1,5,5,5,Südwest
228657,14201008148410845900,14,7,13,000,2020,10,09,5,3,5,2,0,1,1,0,0,0,0,"735012,836799999700000","5692060,972699999800000",12.373710018000054,51.33119422500005,0,0,0,0,Mitte
228660,14200926144200785000,14,7,13,000,2020,09,10,7,3,5,2,0,1,1,0,0,0,0,"734999,022499999960000","5692265,506400000300000",12.37364696700007,51.33303590600008,1,0,0,0,Mitte
228668,14200930148223812460,14,7,13,000,2020,09,14,4,3,6,4,0,0,1,1,0,0,0,"735320,487999999900000","5689555,540999999300000",12.376464816000066,51.30857734500006,0,4,4,4,Süd
228669,14201005148410838090,14,7,13,000,2020,10,12,2,3,6,4,0,0,0,1,0,0,1,"735286,020399999800000","5693691,474800000000000",12.378701397000043,51.34571722800007,1,0,0,0,Mitte
228676,14201009148310816980,14,7,13,000,2020,10,09,6,3,2,6,0,0,1,0,0,0,0,"733477,535199999810000","5690647,149199999900000",12.350784684000075,51.319135147000054,1,5,5,5,Südwest
228678,14201007148210857050,14,7,13,000,2020,10,23,4,3,0,1,2,1,0,0,0,0,0,"735411,342799999750000","5689502,933700000900000",12.377731295000046,51.30806755800006,1,4,4,4,Süd
228683,14201009144200819250,14,7,13,000,2020,10,17,6,3,2,6,0,0,1,0,0,0,0,"735614,583200000230000","5694419,411499999500000",12.383892521000064,51.35211531300007,1,0,0,0,Mitte
228698,14201006144200832370,14,7,13,000,2020,10,15,3,3,6,4,0,0,0,1,0,0,1,"735546,818099999800000","5692909,605900000800000",12.381922300000042,51.33859095200006,0,0,0,0,Mitte
228699,14200925148410795640,14,7,13,000,2020,09,06,6,3,6,4,1,0,1,1,0,0,0,"737094,231599999590000","5691722,416699999900000",12.403307762000054,51.32729157500006,0,3,3,3,Südost
228702,14200925148410788350,14,7,13,000,2020,09,13,6,3,3,6,0,0,1,0,0,0,0,"734805,702100000340000","5692636,934399999700000",12.371121611000035,51.33644983500005,0,0,0,0,Mitte
228705,14200925148210891910,14,7,13,000,2020,09,17,6,3,6,7,0,0,0,1,0,0,1,"740992,936499999840000","5696209,095400000000000",12.462198881000063,51.36592389200007,0,2,2,2,Ost
228706,14201002144100811000,14,7,13,000,2020,10,12,6,3,1,7,0,0,1,0,0,0,1,"731730,070199999960000","5696518,926899999400000",12.32957295600005,51.37255913700005,0,8,8,8,Nordwest
228711,14200925148120787980,14,7,13,000,2020,09,12,6,3,2,6,0,0,1,0,0,0,0,"737126,023299999540000","5694426,802899999500000",12.405563680000057,51.35155313400003,0,1,1,1,Nordost
228714,14200925144200788191,14,7,13,000,2020,09,12,6,3,2,6,0,1,0,0,0,0,0,"730278,512900000440000","5691342,676999999200000",12.305405309000037,51.32668247200007,0,7,7,7,Alt-West
228716,14201007148410843020,14,7,13,000,2020,10,22,4,3,1,1,2,0,1,0,1,0,0,"735758,035699999890000","5692893,797800000800000",12.384938767000051,51.33836152900005,1,0,0,0,Mitte
228720,14200925144200787800,14,7,13,000,2020,09,17,6,3,5,3,0,1,0,0,0,0,1,"735037,792000000370000","5691485,591000000000000",12.37368814100006,51.32601906300005,0,0,0,0,Mitte
228721,14200929662212817440,14,7,13,000,2020,09,17,3,3,5,3,0,1,1,0,0,0,0,"736590,408200000410000","5693782,826799999900000",12.397457817000031,51.34599590600004,0,2,2,2,Ost
228722,14201003144200811320,14,7,13,000,2020,10,23,7,3,5,3,2,0,1,0,0,0,0,"729334,764899999830000","5690836,781600000300000",12.291557384000043,51.32252220100003,0,6,6,6,West
228723,14201009148210816970,14,7,13,000,2020,10,06,6,3,0,1,2,0,0,0,1,0,0,"735085,576799999920000","5688378,788300000100000",12.37232541800006,51.298111350000056,1,4,4,4,Süd
228726,14201007144200879010,14,7,13,000,2020,10,16,4,3,3,6,0,1,1,0,0,0,0,"737259,399199999870000","5694398,324899999400000",12.407456583000055,51.35124185900003,1,1,1,1,Nordost
228727,14200930148110798190,14,7,13,000,2020,09,07,4,3,5,3,0,1,1,0,0,0,0,"735081,916699999940000","5696944,011900000300000",12.377925246000075,51.374997456000074,0,9,9,9,Nord
228732,14201008148310844670,14,7,13,000,2020,10,15,5,3,2,2,0,0,1,0,0,0,0,"728961,831799999810000","5690769,681399999200000",12.286171178000075,51.32207002100006,0,6,6,6,West
228743,14201027148310886660,14,7,13,000,2020,10,08,3,3,5,2,0,1,1,0,0,0,0,"731410,481999999840000","5691635,981000000600000",12.32181472700006,51.32885610900007,0,7,7,7,Alt-West
228749,14201019144200950320,14,7,13,000,2020,10,16,2,2,5,3,0,0,1,0,0,0,0,"742285,834400000050000","5694030,510700000500000",12.479253153000059,51.345820436000054,0,2,2,2,Ost
228750,14201019144200854310,14,7,13,000,2020,10,11,2,3,5,3,0,1,1,0,0,0,0,"734827,146499999800000","5694108,382600000100000",12.372399244000064,51.349649269000054,0,0,0,0,Mitte
228757,14201018148310859400,14,7,13,000,2020,10,16,1,3,1,5,0,1,1,0,0,0,0,"730981,476599999700000","5692033,082699999200000",12.315924985000038,51.332595215000026,0,7,7,7,Alt-West
228761,14201024148410881910,14,7,13,000,2020,10,18,7,3,0,1,2,1,0,0,0,0,0,"734613,730299999940000","5692761,914300000300000",12.368452888000036,51.337650935000056,0,0,0,0,Mitte
228770,14201017148410845880,14,7,13,000,2020,10,00,7,3,0,7,2,1,0,0,0,0,0,"735035,937699999660000","5691585,993799999400000",12.373727779000035,51.32692108400005,1,0,0,0,Mitte
228771,14201017148323844640,14,7,13,000,2020,10,18,7,3,5,3,2,0,1,0,0,0,0,"727586,498700000350000","5693244,979499999400000",12.268047436000074,51.344843421000064,1,7,7,7,Alt-West
228772,14201028148110881820,14,7,13,000,2020,10,08,4,3,5,3,0,0,1,0,0,0,0,"732879,247700000180000","5695870,552500000200000",12.345629891000044,51.366268938000076,0,8,8,8,Nordwest
228774,14201024148110881830,14,7,13,000,2020,10,14,7,3,5,3,0,1,1,0,0,0,0,"731572,633000000380000","5696597,744999999200000",12.327366289000054,51.37333087800005,0,8,8,8,Nordwest
228775,14201017144200950330,14,7,13,000,2020,10,16,7,3,3,6,0,0,1,0,1,0,0,"740680,176699999720000","5693922,165699999800000",12.456167673000039,51.345529972000065,1,2,2,2,Ost
228784,14201024144200871160,14,7,13,000,2020,10,19,7,2,6,4,2,0,1,1,0,0,0,"737271,447999999860000","5692306,623700000300000",12.40623570400004,51.33246158700007,0,3,3,3,Südost
228790,14201022148410927510,14,7,13,000,2020,10,14,5,3,1,7,0,0,1,0,0,0,0,"737453,431400000120000","5693748,368799999400000",12.40980440100003,51.34532681500008,0,2,2,2,Ost
228793,14201022148410879320,14,7,13,000,2020,10,08,5,3,0,1,0,1,0,0,0,0,0,"737777,046600000000000","5693737,972400000300000",12.414435682000033,51.34509824600008,0,2,2,2,Ost
228795,14201022148320859380,14,7,13,000,2020,10,06,5,3,4,1,2,0,1,0,0,0,0,"729378,444799999710000","5690433,319299999600000",12.29192363900006,51.31888265200007,1,6,6,6,West
228798,14201022148310900470,14,7,13,000,2020,10,17,5,3,5,2,0,1,0,0,0,1,0,"730537,576899999750000","5691506,411499999500000",12.309223152000072,51.32804739200003,0,7,7,7,Alt-West
228799,14201016148410886730,14,7,13,000,2020,10,19,6,3,0,7,2,1,0,0,0,0,0,"735243,142099999820000","5692270,600099999500000",12.377148380000051,51.332980717000055,1,0,0,0,Mitte
228800,14201016148210844580,14,7,13,000,2020,10,15,6,3,5,3,0,1,1,0,0,0,0,"732052,125300000420000","5692047,827500000600000",12.331276786000046,51.33229178700003,1,7,7,7,Alt-West
228801,14201016148210842880,14,7,13,000,2020,10,05,6,3,0,1,2,0,0,0,1,0,0,"741105,310600000430000","5692473,696300000000000",12.461280190000025,51.332349031000035,1,2,2,2,Ost
228802,14201016148110854490,14,7,13,000,2020,10,05,6,3,0,1,2,1,0,0,0,0,0,"733102,007500000300000","5696325,512099999900000",12.349122519000048,51.370261553000034,1,8,8,8,Nordwest
228803,14201016148110842790,14,7,13,000,2020,10,06,6,3,5,2,1,0,1,0,0,0,0,"737505,398299999540000","5697069,747300000900000",12.412766601000044,51.37511777200007,1,1,1,1,Nordost
228831,14201015148423843050,14,7,13,000,2020,10,07,5,3,5,2,2,1,1,0,0,0,0,"735972,578900000080000","5691623,234699999900000",12.387171900000055,51.32686764300007,1,0,0,0,Mitte
228832,14201015148310871400,14,7,13,000,2020,10,12,5,3,5,3,0,0,1,0,1,0,0,"732653,927199999800000","5691452,084100000600000",12.339511436000066,51.326698140000076,1,5,5,5,Südwest
228834,14201015148310845860,14,7,13,000,2020,10,17,5,3,5,2,1,1,1,0,0,0,0,"731310,209999999960000","5693990,013000000300000",12.321906744000046,51.35002870200003,1,7,7,7,Alt-West
228838,14201015148310844660,14,7,13,000,2020,10,06,5,3,0,7,1,1,0,0,0,0,0,"730800,144799999890000","5694360,017000000900000",12.314834675000043,51.35355752000004,1,7,7,7,Alt-West
228839,14201015148310844600,14,7,13,000,2020,10,08,5,3,5,3,0,1,1,0,0,0,1,"730364,140800000170000","5694606,878300000000000",12.308743656000047,51.35595046700007,1,7,7,7,Alt-West
228841,14201015148310838080,14,7,13,000,2020,10,16,5,3,0,1,1,1,0,0,0,0,0,"732922,190499999560000","5691005,642000000900000",12.343063347000054,51.32258080400004,1,5,5,5,Südwest
228842,14201015148210838350,14,7,13,000,2020,10,16,5,3,5,3,0,0,1,0,0,0,0,"741427,132799999790000","5695549,112099999600000",12.46797650700006,51.35981589800008,1,2,2,2,Ost
228843,14201015148110845780,14,7,13,000,2020,10,19,5,2,5,3,2,1,1,0,0,0,0,"735106,189699999990000","5694901,017599999900000",12.376922786000023,51.35664888000008,1,0,0,0,Mitte
228844,14201025148210871300,14,7,13,000,2020,10,11,1,3,5,3,0,0,1,0,0,0,1,"739909,868599999700000","5693138,745500000200000",12.444599786000026,51.338823794000064,0,2,2,2,Ost
228845,14201015148110844540,14,7,13,000,2020,10,09,5,3,5,2,0,0,1,0,0,0,0,"734409,628700000230000","5695102,198899999300000",12.367068927000048,51.35874250400008,1,9,9,9,Nord
228846,14201015144200856910,14,7,13,000,2020,10,14,5,3,5,3,0,0,1,0,0,0,0,"736339,353000000120000","5692059,994000000900000",12.39271633800007,51.33063584200005,1,0,0,0,Mitte
228848,14201021148310873640,14,7,13,000,2020,10,07,4,3,2,2,1,1,1,0,0,0,0,"732262,056699999610000","5691194,089800000200000",12.333728657000051,51.32454230600007,1,5,5,5,Südwest
228849,14201015144200847130,14,7,13,000,2020,10,16,5,3,8,7,0,0,1,0,0,0,0,"740449,372200000100000","5698178,284199999600000",12.455737141000043,51.38382877600003,1,1,1,1,Nordost
228851,14201021148310857080,14,7,13,000,2020,10,13,4,3,1,7,0,0,1,0,0,1,0,"731534,805100000460000","5691653,667999999600000",12.323607609000021,51.32896429500005,0,7,7,7,Alt-West
228852,14201015144100847070,14,7,13,000,2020,10,15,5,3,2,6,0,0,1,0,0,0,0,"736173,690799999980000","5691041,721500000000000",12.389668007000068,51.321564383000066,1,0,0,0,Mitte
228853,14201015144100842580,14,7,13,000,2020,10,11,5,3,5,2,0,1,1,0,0,0,0,"736057,580000000070000","5692907,236600000400000",12.389240362000066,51.33835789800003,1,0,0,0,Mitte
228854,14201015143263952680,14,7,13,000,2020,10,16,5,3,5,3,0,1,1,0,0,0,0,"739839,143000000160000","5689316,199999999300000",12.441014967000058,51.30454336500003,0,3,3,3,Südost
228858,14201021144200909140,14,7,13,000,2020,10,11,4,3,6,2,0,0,1,1,0,0,0,"728682,333100000400000","5689591,157900000000000",12.281411042000059,51.31160252300003,0,6,6,6,West
228863,14201021144200856920,14,7,13,000,2020,10,05,4,3,5,7,2,0,1,0,1,0,0,"736888,741899999790000","5691339,775900000700000",12.40010940600007,51.32394253500007,1,0,0,0,Mitte
228873,14201026148110886430,14,7,13,000,2020,10,04,2,3,5,3,1,1,1,0,0,0,0,"738827,552600000050000","5695758,311400000000000",12.430847601000039,51.36279215400003,1,1,1,1,Nordost
228882,14201028148210891890,14,7,13,000,2020,10,22,4,3,5,3,2,1,1,0,0,0,0,"739244,710799999540000","5692060,949599999900000",12.434344245000034,51.32942992100004,0,2,2,2,Ost
228885,14201014148310842980,14,7,13,000,2020,10,20,4,3,6,2,2,0,1,1,0,0,0,"732575,709900000130000","5692083,711799999700000",12.338802961000056,51.33240006300008,1,7,7,7,Alt-West
228887,14201014148210838060,14,7,13,000,2020,10,17,4,3,6,2,1,0,1,1,0,0,0,"736466,321000000460000","5687480,992000000600000",12.391500712000038,51.28948084500007,1,4,4,4,Süd
228888,14201014148110838050,14,7,13,000,2020,10,16,4,3,5,3,0,0,1,0,0,0,0,"734962,120500000190000","5695379,278899999300000",12.37517317000004,51.36100149500004,1,9,9,9,Nord
228890,14201014148110837980,14,7,13,000,2020,10,09,4,3,3,2,0,0,1,0,0,0,1,"737482,571999999690000","5697026,926999999200000",12.412410621000049,51.37474296400006,1,1,1,1,Nordost
228891,14201014144200876090,14,7,13,000,2020,10,06,4,3,6,4,1,0,1,1,0,0,0,"731554,651899999940000","5692165,299300000100000",12.324224454000046,51.333549051000034,1,7,7,7,Alt-West
228895,14201014144200847100,14,7,13,000,2020,10,10,4,3,6,4,0,0,0,1,0,0,1,"735589,655799999830000","5693138,005500000000000",12.38268727600007,51.34062338900003,1,0,0,0,Mitte
228896,14201014144200845710,14,7,13,000,2020,10,17,4,3,2,6,1,0,1,0,0,0,0,"735037,533200000410000","5691568,829900000200000",12.373739321000073,51.326766355000075,1,0,0,0,Mitte
228902,14201027144000877160,14,7,13,000,2020,10,12,3,3,5,3,0,1,1,0,0,0,0,"735544,384700000290000","5697396,823799999400000",12.38485816800005,51.37887038000008,0,9,9,9,Nord
228923,14201013148210832700,14,7,13,000,2020,10,12,3,3,5,2,0,1,1,0,0,0,0,"735717,526399999860000","5690577,434000000400000",12.382826284000032,51.31758594000007,0,4,4,4,Süd
228925,14201013148110838020,14,7,13,000,2020,10,17,3,3,5,2,0,1,1,0,0,0,0,"734770,330000000070000","5693729,881999999300000",12.371335200000033,51.34627517100006,0,0,0,0,Mitte
228926,14201020148310871340,14,7,13,000,2020,10,13,3,3,2,6,0,0,1,0,0,0,0,"730583,235899999740000","5693688,316900000000000",12.311289807000037,51.34761575700003,0,7,7,7,Alt-West
228927,14201013148110835530,14,7,13,000,2020,10,12,3,3,6,7,0,1,0,1,0,0,0,"734037,125400000250000","5697309,153000000900000",12.363180775000046,51.37870661900007,0,9,9,9,Nord
228929,14201020148223899080,14,7,13,000,2020,10,08,3,3,3,7,0,1,1,0,0,0,0,"738979,881799999620000","5693675,441700000300000",12.431633034000072,51.34403266800007,0,2,2,2,Ost
228930,14201013144200856930,14,7,13,000,2020,10,14,3,3,5,2,0,0,0,0,1,0,1,"737931,197300000120000","5702070,041999999400000",12.422224689000075,51.41982144800005,0,9,9,9,Nord
228931,14201013144200844460,14,7,13,000,2020,10,15,3,2,5,3,0,1,1,0,0,0,0,"730160,740799999800000","5694139,820699999100000",12.305525357000022,51.35184011300004,0,7,7,7,Alt-West
228933,14201013144200835450,14,7,13,000,2020,10,09,3,3,8,7,0,0,1,0,0,0,0,"739638,824400000270000","5692335,742900000900000",12.440175571000054,51.33173051700004,0,2,2,2,Ost
228934,14201028144200879280,14,7,13,000,2020,10,09,4,3,3,6,0,1,1,0,0,0,0,"731697,207499999550000","5693099,575400000400000",12.32687500000003,51.34187781700007,0,7,7,7,Alt-West
228935,14201020148210854610,14,7,13,000,2020,10,23,3,3,5,2,2,1,1,0,0,0,0,"738255,618400000040000","5690477,018100000900000",12.419114591000039,51.31562771200004,1,3,3,3,Südost
228937,14201013144200050230,14,7,13,000,2020,10,19,3,2,5,3,0,0,1,0,0,0,0,"742285,427099999970000","5694030,453800000300000",12.47924727700007,51.345820099000036,0,2,2,2,Ost
228938,14201013143263939780,14,7,13,000,2020,10,20,3,3,1,5,2,1,1,0,0,0,0,"736603,033400000070000","5693781,476900000100000",12.397637877000022,51.34597853500003,0,2,2,2,Ost
228946,14201020148110881850,14,7,13,000,2020,10,18,3,3,4,7,1,0,1,0,1,0,0,"735596,014899999830000","5695940,026399999900000",12.384633291000057,51.36577242900006,1,9,9,9,Nord
228947,14201023148410867970,14,7,13,000,2020,10,21,6,3,0,7,2,1,0,0,0,0,0,"733591,628700000230000","5694194,883500000500000",12.354745236000042,51.350934804000076,0,0,0,0,Mitte
228952,14201020144310001660,14,7,13,000,2020,10,22,3,3,4,6,2,1,0,0,0,0,1,"738995,224999999630000","5691203,460999999200000",12.430194874000051,51.32183808700006,0,3,3,3,Südost
228956,14201020144200859210,14,7,13,000,2020,10,15,3,3,2,6,0,1,1,0,0,0,0,"735577,038999999870000","5692150,613299999400000",12.381853516000035,51.33176548500006,0,0,0,0,Mitte
228957,14201012148410843040,14,7,13,000,2020,10,14,2,3,6,4,0,0,0,1,0,0,1,"735536,401600000450000","5692913,051400000200000",12.381775300000072,51.338626195000074,0,0,0,0,Mitte
228959,14201020144200859190,14,7,13,000,2020,10,16,3,3,0,7,0,0,1,0,0,0,0,"734843,540000000040000","5689327,373299999200000",12.36948393800003,51.30672616000004,0,4,4,4,Süd
228960,14201012148310844630,14,7,13,000,2020,10,10,2,3,5,3,0,1,1,0,0,0,0,"727211,996100000110000","5693564,837300000700000",12.26288323500006,51.347864697000034,1,7,7,7,Alt-West
228961,14201012148310842970,14,7,13,000,2020,10,14,2,3,2,3,0,0,1,0,0,0,0,"728554,310999999750000","5689537,623999999800000",12.279542959000025,51.31117335400006,0,6,6,6,West
228962,14201012148310832810,14,7,13,000,2020,10,14,2,3,3,3,0,0,1,0,0,0,0,"728555,748700000350000","5689538,238900000200000",12.279563946000053,51.311178297000026,0,6,6,6,West
228963,14201012148110842810,14,7,13,000,2020,10,16,2,3,5,3,0,0,1,0,0,0,0,"736684,311099999580000","5697155,112099999600000",12.401047428000027,51.37622678900004,0,1,1,1,Nordost
228964,14201012144200873320,14,7,13,000,2020,10,15,2,3,2,6,0,0,1,0,0,0,1,"735021,908599999730000","5690882,011499999100000",12.373062678000053,51.320607651000046,0,4,4,4,Süd
228966,14201012144200859260,14,7,13,000,2020,10,15,2,3,6,4,0,0,1,1,0,0,0,"737733,755400000140000","5693694,753200000200000",12.413786357000049,51.34472841500008,0,2,2,2,Ost
228969,14201012144200829250,14,7,13,000,2020,10,14,2,3,5,3,0,1,1,0,0,0,0,"730257,435999999750000","5691362,765000000600000",12.305116290000058,51.32687133300004,0,6,6,6,West
228972,14201012144100835420,14,7,13,000,2020,10,15,2,3,2,6,0,0,1,0,0,0,0,"735546,460400000210000","5692001,851600000600000",12.381317030000048,51.33044281600007,1,0,0,0,Mitte
228979,14201026148210879110,14,7,13,000,2020,10,07,2,3,3,6,1,1,1,0,0,0,0,"735758,819400000390000","5689045,840199999500000",12.382405671000072,51.303820736000034,1,4,4,4,Süd
228987,14201023143263965380,14,7,13,000,2020,10,16,6,3,2,6,0,0,1,0,0,0,0,"734794,513000000270000","5692476,618300000200000",12.370855608000056,51.33501539200006,0,0,0,0,Mitte
229000,14201106144200923930,14,7,13,000,2020,11,18,6,3,3,2,1,0,1,0,0,0,0,"733178,774899999610000","5695859,146500000700000",12.349917638000022,51.36604369100007,0,8,8,8,Nordwest
229001,14201031662221913110,14,7,13,000,2020,10,23,7,3,1,1,1,1,1,0,0,0,0,"737312,201500000430000","5694446,405700000000000",12.408245532000024,51.351651392000065,1,1,1,1,Nordost
229004,14201104148210935400,14,7,13,000,2020,11,15,4,3,3,6,0,1,0,0,0,0,0,"736356,876400000420000","5687267,637199999800000",12.389792792000037,51.28761112600006,0,4,4,4,Süd
229005,14201116144200931160,14,7,13,000,2020,11,07,2,3,3,6,0,1,1,0,0,0,0,"734485,240699999970000","5698649,070800000800000",12.370492784000021,51.39054931600003,0,9,9,9,Nord
229007,14201031144200889240,14,7,13,000,2020,10,10,7,3,5,3,0,0,1,0,0,0,0,"731532,827999999750000","5687764,359999999400000",12.32105505800007,51.29405120800004,0,5,5,5,Südwest
229008,14201109144200909160,14,7,13,000,2020,11,14,2,3,5,3,0,0,1,0,0,0,0,"730789,402999999930000","5696611,525299999900000",12.316141624000068,51.37377338600004,0,8,8,8,Nordwest
229011,14201117148210935480,14,7,13,000,2020,11,12,3,3,5,2,0,1,1,0,0,0,0,"739382,378800000060000","5691714,033099999700000",12.436083649000068,51.32625815000006,0,2,2,2,Ost
229013,14201113148110935350,14,7,13,000,2020,11,05,6,3,5,3,2,1,1,0,0,0,0,"736412,383200000040000","5695700,190099999300000",12.39617994100007,51.363280504000045,0,9,9,9,Nord
229017,14201111145200977500,14,7,13,000,2020,11,10,4,2,0,1,0,1,0,0,0,0,0,"735184,169999999930000","5688971,230900000800000",12.374127437000027,51.30338866400007,1,4,4,4,Süd
229020,14201105144200080240,14,7,13,000,2020,11,18,5,2,6,4,2,0,1,1,0,0,0,"737182,350999999790000","5693720,557000000000000",12.405900579000047,51.34519032700007,0,2,2,2,Ost
229024,14201103148410904550,14,7,13,000,2020,11,08,3,3,1,5,0,1,1,0,0,0,0,"734822,948499999940000","5692732,871600000200000",12.371432000000027,51.33730388500004,0,0,0,0,Mitte
229025,14201110148310924250,14,7,13,000,2020,11,14,3,3,2,6,0,0,1,0,0,0,0,"730664,297600000170000","5691605,073100000600000",12.311102744000038,51.32888170700005,0,6,6,6,West
229040,14201030148410902170,14,7,13,000,2020,10,09,6,3,0,7,0,0,0,0,1,0,0,"734768,594200000170000","5692117,918999999800000",12.370247844000062,51.33180625700004,1,0,0,0,Mitte
229042,14201114144200927180,14,7,13,000,2020,11,19,7,3,5,3,2,0,1,0,0,0,1,"735518,817499999890000","5692039,158900000200000",12.380945609000037,51.33078914400005,0,0,0,0,Mitte
229044,14201116148223933880,14,7,13,000,2020,11,08,2,3,5,2,0,1,1,0,0,0,0,"735316,706799999810000","5692450,248299999200000",12.378321154000048,51.33456287100006,1,0,0,0,Mitte
229046,14201030148410899180,14,7,13,000,2020,10,11,6,3,5,2,0,1,1,0,0,0,0,"737564,733099999840000","5693394,110200000900000",12.411163299000066,51.34210048600005,1,2,2,2,Ost
