OID_,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstige,ULICHTVERH,IstGkfz,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,UIDENTSTLAE,IstStrassenzustand,index_right,FID,SBZ,Name
124921,14,7,13,000,2021,07,13,5,1,6,4,0,0,1,0,1,0,0,"735482,698723571375012","5693479,357678042724729",12.38138013300005,51.34373177200007,14210715144200521020,0,0,0,0,Mitte
124923,14,7,13,000,2021,09,14,2,3,4,1,0,1,0,0,0,0,0,"745092,965212700888515","5693895,810075821354985",12.519389986000022,51.343408338000074,14210913144200681940,0,2,2,2,Ost
124956,14,7,13,000,2021,06,07,3,3,5,3,1,1,0,0,0,0,0,"737580,863655779510736","5690565,234365813434124",12.409508637000044,51.316701616000046,14210615148210435740,0,3,3,3,Südost
124969,14,7,13,000,2021,09,03,3,3,9,1,0,1,0,0,0,2,1,"738984,414929826743901","5699160,455517254769802",12.435384415000044,51.39326300100004,14210921144310726330,0,1,1,1,Nordost
125001,14,7,13,000,2021,08,07,3,3,9,1,0,1,0,0,0,0,0,"739302,927265611477196","5698919,058446981012821",12.43979147500005,51.390962097000056,14210817144310628290,0,1,1,1,Nordost
125026,14,7,13,000,2021,10,08,7,3,5,3,1,1,0,0,0,0,0,"737346,060196005739272","5690243,896256577223539",12.405931549000059,51.31391522000007,14211002148210767420,0,4,4,4,Süd
125045,14,7,13,000,2021,08,17,6,3,1,6,0,1,0,0,1,0,0,"734200,633381256833673","5697032,917244629934430",12.365344046000075,51.376159607000034,14210820148110619180,0,9,9,9,Nord
125071,14,7,13,000,2021,07,22,6,2,5,2,0,1,0,0,0,2,0,"740891,048001574352384","5696352,697982791811228",12.46083525000006,51.36725601000006,14210723144200561500,0,2,2,2,Ost
125074,14,7,13,000,2021,06,15,7,2,6,4,0,1,1,0,0,0,0,"735089,045363663695753","5697039,236798778176308",12.378090469000028,51.37584927000006,14210619148110446170,0,9,9,9,Nord
125077,14,7,13,000,2021,07,11,7,3,2,6,0,1,0,1,0,0,0,"732506,967001456767321","5692413,137987045571208",12.338032880000071,51.335385332000044,14210731148310562310,0,7,7,7,Alt-West
125089,14,7,13,000,2021,08,08,5,3,2,2,0,1,0,0,0,0,0,"733559,987526268698275","5693075,137079639360309",12.353557114000068,51.34089634800006,14210812148410602640,0,0,0,0,Mitte
125114,14,7,13,000,2021,10,17,2,2,3,6,0,1,0,1,0,0,0,"727068,325199930928648","5693393,962404187768698",12.260714647000043,51.34638809200004,14211004144200903340,0,7,7,7,Alt-West
125119,14,7,13,000,2021,08,17,7,3,3,5,0,1,0,0,0,0,0,"738660,639122960157692","5689318,095128273591399",12.424140514000044,51.30505558700003,14210814148210618860,0,3,3,3,Südost
125143,14,7,13,000,2021,07,16,5,3,3,6,0,1,0,1,0,0,0,"733056,458885418251157","5696869,785607885569334",12.34882611200004,51.37516594400006,14210715144200583040,0,8,8,8,Nordwest
125151,14,7,13,000,2021,07,21,6,3,6,4,0,0,1,0,1,2,0,"739949,287180222570896","5695674,945786602795124",12.446874265000076,51.36157129400004,14210723145200569380,0,2,2,2,Ost
125152,14,7,13,000,2021,09,11,3,3,5,2,0,1,0,1,0,0,0,"728177,842430938966572","5690318,429507246240973",12.27464997100003,51.31833393100004,14210928148310766950,0,6,6,6,West
125155,14,7,13,000,2021,08,14,1,3,5,2,0,1,0,0,0,0,0,"736719,994923085905612","5692016,571014733985066",12.398141405000047,51.330087795000054,14210829144200682550,1,3,3,3,Südost
125181,14,7,13,000,2021,06,19,7,3,5,2,1,1,0,0,0,0,0,"727283,715020796284080","5690037,439915755763650",12.261661356000047,51.316169184000046,14210626148310513220,0,6,6,6,West
125182,14,7,13,000,2021,09,12,2,3,2,6,0,1,0,0,0,0,0,"733898,582163304090500","5693207,930657608434558",12.358497059000058,51.34194919500004,14210906144200679760,0,0,0,0,Mitte
125269,14,7,13,000,2021,12,16,5,3,5,7,0,1,0,0,0,1,0,"740384,034921187907457","5694431,590153230354190",12.452267340000049,51.350227665000034,14211223144200980190,1,2,2,2,Ost
125295,14,7,13,000,2021,10,07,7,3,5,3,1,1,0,0,0,2,0,"738931,864001573994756","5688213,172984061762691",12.427284875000055,51.295024124000065,14211016148210793820,1,3,3,3,Südost
125301,14,7,13,000,2021,12,16,2,2,3,6,0,1,0,0,0,0,0,"738433,489975252188742","5699419,433056097477674",12.427654062000045,51.39581923500003,14211220144310979990,0,1,1,1,Nordost
125308,14,7,13,000,2021,11,09,5,3,9,7,0,1,0,0,0,0,0,"736023,793099423870444","5701707,255900800228119",12.394600461000039,51.41736221600007,14211118148110890580,0,9,9,9,Nord
125368,14,7,13,000,2021,11,16,3,2,1,5,1,1,0,0,0,1,0,"731244,259164681658149","5696830,437825728207827",12.32280793600006,51.37555350400004,14211130144200903730,1,8,8,8,Nordwest
125385,14,7,13,000,2021,12,15,1,3,5,3,1,1,0,0,0,0,0,"732965,357273345813155","5692858,378673583269119",12.344893010000021,51.339194519000046,14211205144200923440,0,7,7,7,Alt-West
125517,14,7,13,000,2021,10,15,4,3,3,2,1,1,0,0,0,0,0,"733863,395845246501267","5693196,524558128789067",12.35798526800005,51.341861281000035,14211006148410768340,0,0,0,0,Mitte
125523,14,7,13,000,2021,12,13,6,3,3,6,0,1,0,0,0,0,0,"743472,045839564874768","5694989,226876193657517",12.496909033000065,51.35391837100008,14211224144310979820,0,2,2,2,Ost
125554,14,7,13,000,2021,12,07,2,3,5,2,0,1,1,0,0,1,0,"731293,474112397991121","5697264,255008142441511",12.323796173000062,51.379427743000065,14211206148110923470,1,8,8,8,Nordwest
125576,14,7,13,000,2021,12,22,1,1,6,4,0,1,1,0,0,2,0,"730477,905812865123153","5697629,630810711532831",12.312334147000058,51.383039290000056,14211212144200978380,1,8,8,8,Nordwest
125585,14,7,13,000,2021,12,15,6,3,3,6,0,1,0,0,0,0,0,"736984,002590988762677","5691374,053283158689737",12.40149690100003,51.32421054500003,14211217148410979840,0,3,3,3,Südost
125592,14,7,13,000,2021,12,08,7,2,5,2,1,0,0,0,0,0,1,"736479,392484161071479","5693024,672370487824082",12.395363173000021,51.33923677300004,14211204144200922730,0,2,2,2,Ost
125610,14,7,13,000,2021,12,14,6,1,6,2,0,1,1,0,0,0,0,"742698,312109790742397","5692702,698834290727973",12.484259873000042,51.33372695600008,14211210144200962800,0,2,2,2,Ost
125666,14,7,13,000,2021,11,16,2,3,2,2,0,1,0,0,0,1,0,"727592,892229841090739","5685591,558030761778355",12.263256630000058,51.27613301200006,14211122148310902760,0,5,5,5,Südwest
125680,14,7,13,000,2021,10,14,6,3,2,6,0,1,0,0,0,0,0,"732803,559504902921617","5696859,334422482177615",12.34519197000003,51.37517585200004,14211029148110824470,0,8,8,8,Nordwest
125713,14,7,13,000,2021,12,15,3,3,5,3,1,1,0,0,0,0,0,"736341,827829649671912","5692489,922098489478230",12.393036964000032,51.33449393800004,14211214148410963850,0,3,3,3,Südost
125724,14,7,13,000,2021,10,12,5,3,5,3,1,1,0,0,0,0,0,"737582,762295274995267","5690562,848590692505240",12.409534243000053,51.31667940900007,14211028148210824240,0,3,3,3,Südost
125785,14,7,13,000,2021,11,18,2,3,2,6,0,1,0,0,0,2,0,"736981,025156347081065","5691379,620855720713735",12.40145794700004,51.32426176000007,14211122144200891080,0,3,3,3,Südost
125792,14,7,13,000,2021,11,15,1,2,2,6,1,1,0,0,0,0,0,"736988,671668492257595","5691391,614688824862242",12.401575466000054,51.324366233000035,14211128144200912620,0,3,3,3,Südost
125796,14,7,13,000,2021,11,11,2,3,5,2,1,1,0,0,0,0,0,"736504,265090792439878","5692238,991505887359381",12.395198037000057,51.33217401600007,14211108148410902780,0,3,3,3,Südost
125813,14,7,13,000,2021,12,15,4,2,5,3,1,0,0,0,1,0,0,"736513,745967277325690","5692229,799074158072472",12.395327784000074,51.33208756100004,14211208144200994520,1,3,3,3,Südost
125857,14,7,13,000,2021,12,21,6,3,5,3,0,1,0,0,0,2,0,"742258,660518927499652","5694718,082650780677795",12.479331608000052,51.35200322900005,14211224144200979650,1,2,2,2,Ost
125860,14,7,13,000,2021,10,21,1,3,2,6,0,1,0,0,0,2,0,"736453,905594062060118","5696410,857783792540431",12.397247824000033,51.36964226200007,14211031144200824970,0,9,9,9,Nord
125888,14,7,13,000,2021,12,15,3,3,5,2,0,1,0,0,1,0,0,"742269,614404744468629","5694720,482341993600130",12.479490250000026,51.35202009900007,14211207144200923760,0,2,2,2,Ost
125926,14,7,13,000,2021,11,11,1,2,4,6,1,0,0,0,0,0,0,"737413,287866165861487","5690749,638911945745349",12.407231094000053,51.31842678000004,14211114144200858960,0,3,3,3,Südost
125980,14,7,13,000,2021,11,07,5,3,5,2,1,1,0,0,0,0,0,"739901,176096422597766","5695634,551089568063617",12.446157250000056,51.36122903900008,14211118148110890210,1,2,2,2,Ost
126006,14,7,13,000,2021,12,16,3,3,2,6,0,1,0,0,0,1,0,"740538,499871177598834","5696138,189785733819008",12.455635074000043,51.36548005700007,14211221144200964590,0,2,2,2,Ost
126143,14,7,13,000,2021,10,17,5,3,2,6,0,1,0,1,0,0,0,"733111,395000629127026","5692915,932618893682957",12.347023633000049,51.33965131200006,14211028148410854570,0,0,0,0,Mitte
126204,14,7,13,000,2021,11,12,2,3,5,3,0,1,0,0,0,0,0,"734615,088815891183913","5690178,147954601794481",12.36677172700007,51.31445731800005,14211101148210833840,1,4,4,4,Süd
126223,14,7,13,000,2021,10,15,2,2,8,1,0,0,0,0,1,0,0,"730275,141348795965314","5687979,144799433648586",12.303185853000059,51.29648922600006,14211018148310825030,0,5,5,5,Südwest
126245,14,7,13,000,2021,11,13,3,3,3,6,0,1,0,0,1,0,0,"740259,347524972632527","5697742,184963593259454",12.452716552000027,51.37999498000005,14211130144310964320,1,1,1,1,Nordost
126259,14,7,13,000,2021,12,13,3,3,2,2,0,1,0,0,0,0,0,"736066,109894782304764","5693825,012676808983088",12.389970986000037,51.34659252000006,14211221148410964620,0,0,0,0,Mitte
126311,14,7,13,000,2021,11,08,3,3,2,6,0,1,0,0,0,0,1,"729747,621829115785658","5693133,312776347622275",12.298953245000064,51.34297178200006,14211116148310880580,0,7,7,7,Alt-West
126345,14,7,13,000,2021,11,01,1,3,5,3,0,1,0,0,0,2,0,"736680,854304408654571","5695558,862188044935465",12.399935335000066,51.36190016000006,14211114144200858970,0,1,1,1,Nordost
126353,14,7,13,000,2021,10,18,3,3,5,3,1,1,0,0,0,2,0,"737346,466705680824816","5690253,049737628549337",12.405943462000039,51.31399721300005,14211019148210834810,0,3,3,3,Südost
126394,14,7,13,000,2021,11,10,6,3,2,6,0,1,0,0,0,0,0,"741993,901022264733911","5694674,961797969415784",12.475507317000051,51.351728981000065,14211105144320847921,1,2,2,2,Ost
126469,14,7,13,000,2021,11,13,2,3,5,2,1,1,0,0,0,0,0,"737354,004366515204310","5690845,300706187263131",12.406445575000077,51.31931017900007,14211108148410858700,0,3,3,3,Südost
126475,14,7,13,000,2021,10,14,3,3,5,2,1,1,0,0,0,0,0,"735063,010618911124766","5690249,666567105799913",12.373234678000074,51.31491448500003,14211019148210858870,0,4,4,4,Süd
126505,14,7,13,000,2021,11,22,3,3,5,3,0,1,0,0,0,2,0,"732593,371001439169049","5698945,912986878305674",12.343543410000052,51.393992334000075,14211123144200890200,1,8,8,8,Nordwest
126624,14,7,13,000,2021,10,10,5,3,2,6,0,1,0,0,0,0,0,"732486,019940603524446","5692411,615733290091157",12.337731704000078,51.335380230000055,14211014148210783870,1,7,7,7,Alt-West
126626,14,7,13,000,2021,11,07,3,3,3,6,0,1,0,0,0,1,0,"745463,383733648806810","5691086,352850796654820",12.522763068000074,51.31803375100003,14211102148210847940,0,2,2,2,Ost
126632,14,7,13,000,2021,10,16,3,2,2,6,0,1,0,0,0,0,0,"740018,724768578074872","5694421,200011823326349",12.447024146000047,51.35028877000008,14211026144100834300,0,2,2,2,Ost
126677,14,7,13,000,2021,11,17,5,3,6,2,0,1,1,0,0,2,0,"734324,636072802357376","5693359,018820669502020",12.364702773000033,51.343130012000074,14211104144320846740,1,0,0,0,Mitte
126731,14,7,13,000,2021,12,16,5,3,3,6,0,1,0,0,0,1,0,"735617,594751724041998","5693482,366584694013000",12.383315519000064,51.34370289600008,14211223148410993940,0,0,0,0,Mitte
126748,14,7,13,000,2021,10,14,7,2,5,3,1,1,0,0,0,0,0,"732502,742856054566801","5692412,831012178212404",12.337972145000037,51.33538430300007,14211009144200768280,0,7,7,7,Alt-West
126786,14,7,13,000,2021,12,17,3,3,9,1,0,1,0,0,0,2,0,"743340,214665029197931","5695036,990712733939290",12.495052028000032,51.35440351800003,14211228144310994530,0,2,2,2,Ost
126919,14,7,13,000,2021,12,11,3,3,3,6,0,1,0,0,0,0,0,"736144,842065948061645","5701500,783995885401964",12.396200659000044,51.41545852100006,14211228148110980440,0,9,9,9,Nord
126920,14,7,13,000,2021,12,05,6,3,5,3,1,1,0,0,0,2,0,"729989,826991738751531","5693103,879661910235882",12.302405867000061,51.342609639000045,14211210148310936810,0,7,7,7,Alt-West
126956,14,7,13,000,2021,10,14,3,2,5,3,1,1,0,0,0,0,0,"736237,713726271875203","5694037,617793263867497",12.392571702000055,51.348429622000026,14211012144200066150,0,0,0,0,Mitte
127010,14,7,13,000,2021,10,13,6,3,5,3,1,1,0,0,0,0,0,"728894,658879674971104","5691755,670549977570772",12.285841965000031,51.33094846900008,14211015148310834370,0,6,6,6,West
127077,14,7,13,000,2021,12,13,5,3,6,2,0,1,1,0,0,0,0,"740921,205538603477180","5696371,216749507933855",12.461280215000045,51.36740943700005,14211209144200934010,1,2,2,2,Ost
127084,14,7,13,000,2021,11,07,2,3,5,3,0,1,0,0,1,1,0,"736711,368985505774617","5692007,648230932652950",12.398011886000063,51.33001129200005,14211122148410880950,1,3,3,3,Südost
127092,14,7,13,000,2021,11,16,1,3,5,2,1,1,0,0,0,2,0,"737155,526385745964944","5691095,878495628014207",12.403769126000043,51.321642146000045,14211128148410922430,0,0,0,0,Mitte
127119,14,7,13,000,2021,11,08,5,3,5,3,0,1,0,0,1,0,0,"734145,508427764289081","5693284,000482764095068",12.362086082000076,51.34253040600004,14211111144200879870,0,0,0,0,Mitte
127293,14,7,13,000,2021,12,08,4,3,0,7,0,0,0,1,0,0,0,"734028,397001480683684","5693242,683986352756619",12.36038043800005,51.342207743000074,14211201148410912300,1,0,0,0,Mitte
127294,14,7,13,000,2021,11,14,7,2,5,2,1,1,0,0,0,0,0,"736497,348731212317944","5692229,209749557077885",12.395092442000077,51.33208908900008,14211113144200858860,0,0,0,0,Mitte
127358,14,7,13,000,2021,11,06,3,3,5,3,1,1,0,0,0,2,0,"738935,726167420856655","5688197,981049615889788",12.427330004000055,51.29488614200005,14211116148210879530,1,3,3,3,Südost
127417,14,7,13,000,2021,10,08,1,3,5,3,1,1,0,0,0,0,0,"740573,211648622527719","5694447,736588381230831",12.454989806000071,51.35029255900008,14211024148210807710,1,2,2,2,Ost
127440,14,7,13,000,2021,10,11,5,1,5,3,1,1,0,0,0,0,0,"732961,861001460812986","5692856,989986835047603",12.344841994000035,51.339183485000035,14211028144100834731,0,7,7,7,Alt-West
127442,14,7,13,000,2021,10,05,1,2,4,6,0,1,0,0,0,2,0,"727002,253072473220527","5690029,302696900442243",12.257624036000038,51.31620846900006,14211031144200825870,0,6,6,6,West
127537,14,7,13,000,2021,11,14,3,2,6,2,0,1,1,0,0,0,0,"731500,682546410709620","5698535,758389638736844",12.327597074000039,51.39075725100008,14211130144200978980,1,8,8,8,Nordwest
127565,14,7,13,000,2021,10,08,4,3,3,2,1,1,0,0,0,0,0,"736212,289001514203846","5693801,339985307306051",12.392050502000075,51.34631931200005,14211006148410769810,0,0,0,0,Mitte
127596,14,7,13,000,2021,11,19,6,3,5,2,0,1,0,0,0,2,0,"735079,529184620827436","5690251,549329061061144",12.373472525000068,51.314924563000034,14211126148210934660,0,4,4,4,Süd
127629,14,7,13,000,2021,11,18,4,3,5,3,0,1,0,1,0,1,0,"731298,077064452692866","5692787,750523645430803",12.320951832000048,51.339241111000035,14211103148320854960,0,7,7,7,Alt-West
127647,14,7,13,000,2021,10,10,3,2,5,3,0,1,0,0,0,0,0,"732795,828412864357233","5696858,974528148770332",12.345080849000055,51.37517579000007,14211019144200793250,0,8,8,8,Nordwest
127680,14,7,13,000,2021,10,10,2,3,6,2,0,1,1,0,0,0,0,"736162,163418557494879","5693920,679786464199424",12.391411205000054,51.34741135400003,14211018148410783880,0,0,0,0,Mitte
127682,14,7,13,000,2021,10,03,4,2,1,1,0,1,0,0,0,2,0,"736448,544428138062358","5692982,718931943178177",12.394893242000023,51.33887301900006,14211006144200766980,0,0,0,0,Mitte
127740,14,7,13,000,2021,12,17,2,2,2,6,0,1,0,0,1,2,0,"735346,495001516304910","5688588,019985835999250",12.376199276000023,51.29988173400005,14211213144200087670,1,4,4,4,Süd
127747,14,7,13,000,2021,11,18,4,3,5,3,0,1,0,0,1,2,0,"735173,572264662943780","5693551,095522128045559",12.376996938000048,51.34450366100003,14211124144200890570,0,0,0,0,Mitte
127786,14,7,13,000,2021,12,15,5,3,5,2,1,1,0,0,0,0,0,"736633,707263580523431","5695725,495583442971110",12.399370198000042,51.36341551500004,14211230148410993650,1,9,9,9,Nord
127948,14,7,13,000,2021,11,16,2,3,5,2,0,1,0,0,0,2,1,"731292,432001420296729","5697264,751987472176552",12.323781548000056,51.379432629000064,14211122144200890180,0,8,8,8,Nordwest
127966,14,7,13,000,2021,10,09,2,3,5,2,1,1,0,0,0,0,0,"738296,429594330489635","5694498,599680043756962",12.422388805000026,51.35170811800003,14211018144200903350,0,1,1,1,Nordost
127982,14,7,13,000,2021,10,17,5,3,8,1,0,1,0,0,0,0,0,"729182,555170594714582","5686940,483285792171955",12.286874450000028,51.28760564100003,14211007148310767440,0,5,5,5,Südwest
127994,14,7,13,000,2021,11,18,2,3,0,7,0,0,0,0,1,2,0,"737290,416618773713708","5690918,620991619303823",12.405583501000024,51.31999482800006,14211101144200964580,0,3,3,3,Südost
127996,14,7,13,000,2021,11,02,2,3,9,1,0,1,0,0,0,2,0,"727957,650001392699778","5684046,663989033550024",12.26749266400003,51.26211802900008,14211122144200880920,1,5,5,5,Südwest
128078,14,7,13,000,2021,12,13,6,3,5,3,1,1,0,0,0,0,0,"732965,576339119113982","5692858,465684477239847",12.344896206000044,51.33919521000007,14211210148310934900,0,7,7,7,Alt-West
128084,14,7,13,000,2021,11,17,3,3,2,6,1,1,0,0,0,2,0,"733916,048144622705877","5693220,577286731451750",12.358755693000035,51.342055533000064,14211123148410934940,1,0,0,0,Mitte
128145,14,7,13,000,2021,11,19,5,2,4,1,0,1,0,0,0,2,0,"741578,755203653126955","5687755,572907982394099",12.46486877600006,51.28980039900006,14211118144200880150,0,3,3,3,Südost
128172,14,7,13,000,2021,12,17,2,3,4,6,1,0,0,0,0,2,0,"736420,446202587336302","5692717,606431253254414",12.394314616000031,51.33650500200008,14211220148423002180,0,3,3,3,Südost
128179,14,7,13,000,2021,11,09,4,3,5,2,1,1,0,0,0,0,0,"737164,951995152980089","5691104,473603934049606",12.403909868000028,51.32171536800007,14211110144200880100,0,3,3,3,Südost
128206,14,7,13,000,2021,11,17,3,3,2,6,0,1,0,0,0,0,0,"737154,383008287288249","5691098,147790191695094",12.40375425700006,51.32166299200003,14211130148210912280,1,0,0,0,Mitte
128285,14,7,13,000,2021,10,08,2,3,5,2,1,1,0,0,0,0,0,"736649,083001525141299","5692097,116985132917762",12.397178866000047,51.33084029400004,14211011144200878530,0,3,3,3,Südost
128297,14,7,13,000,2021,10,00,6,3,5,2,1,1,0,0,0,2,0,"734146,072905016131699","5693284,251088913530111",12.36209433700003,51.34253242300008,14211015148410783570,0,0,0,0,Mitte
128366,14,7,13,000,2021,10,10,4,2,2,6,0,1,0,0,0,0,0,"736997,240009976550937","5691377,523691937327385",12.401688849000038,51.32423618200005,14211013144200880120,0,3,3,3,Südost
128411,14,7,13,000,2021,11,11,2,3,5,2,0,0,0,0,0,0,1,"735029,494458253495395","5702116,684718685224652",12.380598226000075,51.42145029200003,14211101144200847900,1,9,9,9,Nord
128477,14,7,13,000,2021,11,13,3,3,8,7,0,1,0,0,0,0,0,"739378,654155217111111","5695199,783691678196192",12.43837327600005,51.357547046000036,14211116144200879050,0,1,1,1,Nordost
128517,14,7,13,000,2021,10,12,4,3,2,6,0,1,0,0,1,0,0,"736154,237833519466221","5701509,945511970669031",12.396341633000077,51.41553684200005,14211020149310825930,0,9,9,9,Nord
128523,14,7,13,000,2021,11,15,7,3,5,2,0,1,0,0,0,0,0,"740891,048001574352384","5696352,697982791811228",12.46083525000006,51.36725601000006,14211106144200880910,0,2,2,2,Ost
128531,14,7,13,000,2021,10,07,3,3,3,2,1,1,0,0,0,1,0,"734749,913439396768808","5693486,710530575364828",12.370882237000046,51.344100799000046,14211012148410770370,0,0,0,0,Mitte
128544,14,7,13,000,2021,12,12,5,3,1,3,1,1,0,0,0,0,0,"732151,739001449197531","5692470,857987197116017",12.332979862000059,51.336048582000046,14211202148310923490,0,7,7,7,Alt-West
128561,14,7,13,000,2021,11,19,1,2,8,1,0,1,0,0,0,2,0,"732721,957973519340158","5696832,684083905071020",12.344004121000069,51.37497006700005,14211107144200854470,1,8,8,8,Nordwest
128570,14,7,13,000,2021,11,11,6,3,2,6,0,1,0,0,0,0,0,"743108,218330175615847","5695101,336953947320580",12.491770510000038,51.35508031900008,14211105144320880090,1,2,2,2,Ost
128592,14,7,13,000,2021,11,06,6,3,5,3,1,1,0,0,0,2,0,"737345,750438917428255","5690243,886557115241885",12.405927106000036,51.31391526200008,14211126148210902750,0,4,4,4,Süd
128680,14,7,13,000,2021,11,09,3,3,5,3,1,1,0,0,0,0,0,"740112,840075557120144","5687870,718156384304166",12.443962019000026,51.29145368400003,14211109148210854920,1,3,3,3,Südost
128706,14,7,13,000,2021,12,09,6,3,5,2,1,1,0,0,0,0,0,"727282,982432539574802","5690037,235691763460636",12.261650731000032,51.31616764300003,14211217144200978970,0,6,6,6,West
128721,14,7,13,000,2021,10,19,6,3,5,2,1,1,0,0,0,1,0,"732075,136078361421824","5692451,366927949711680",12.331869381000047,51.335904880000044,14211029148320922410,0,7,7,7,Alt-West
128770,14,7,13,000,2021,11,08,3,3,3,6,0,1,0,0,0,0,0,"741356,338037261739373","5696706,010738506913185",12.467746660000046,51.37022966700005,14211109144310844070,0,1,1,1,Nordost
128792,14,7,13,000,2021,11,21,1,2,5,3,1,1,0,0,0,2,0,"735719,547439967282116","5690283,435763858258724",12.38266092400005,51.31494607800005,14211121144200934640,1,4,4,4,Süd
222698,14,7,13,000,2021,01,01,6,3,8,1,0,1,0,0,0,2,0,"730580,902763525955379","5690201,558755695819855",12.309000046000051,51.31631618100005,14210108144200061880,0,5,5,5,Südwest
222750,14,7,13,000,2021,01,10,1,3,5,3,1,1,0,0,0,0,0,"739311,206001573242247","5690707,544983802363276",12.434388459000047,51.31725402200004,14210124148210115160,2,3,3,3,Südost
222772,14,7,13,000,2021,01,15,2,3,6,4,0,1,1,0,0,0,0,"739652,776001571677625","5692147,622983582317829",12.440248957000051,51.330036119000056,14210118144200085060,1,2,2,2,Ost
222783,14,7,13,000,2021,01,04,3,3,5,3,0,1,0,0,1,2,0,"738647,020646033808589","5695290,965973980724812",12.427945667000074,51.358673192000026,14210112148110076600,1,1,1,1,Nordost
222863,14,7,13,000,2021,01,16,2,3,5,2,1,1,0,0,0,1,0,"735758,080833698622882","5692895,788776654750109",12.384940732000075,51.33837938100004,14210118148110092560,1,0,0,0,Mitte
222897,14,7,13,000,2021,01,07,2,3,5,2,1,1,0,0,0,0,0,"734504,208001492545009","5690905,329986181110144",12.365661688000046,51.32103055300007,14210104148210115150,1,4,4,4,Süd
222902,14,7,13,000,2021,01,13,6,3,2,6,0,1,0,0,0,0,0,"737187,018816565163434","5693852,855959467589855",12.406055614000024,51.34637590400007,14210108148410092730,1,2,2,2,Ost
222936,14,7,13,000,2021,01,13,4,3,5,3,1,1,0,0,0,0,0,"736342,680751332081854","5692762,895815538242459",12.393230279000022,51.33694385100006,14210113144200070390,1,0,0,0,Mitte
222979,14,7,13,000,2021,01,18,4,2,5,3,0,1,0,0,0,2,0,"739492,287260059267282","5691861,425529116764665",12.437757255000065,51.32753485900008,14210120144200087360,0,2,2,2,Ost
223014,14,7,13,000,2021,01,04,3,3,6,4,0,1,1,0,0,2,0,"740764,060115852393210","5693932,635442648082972",12.457376964000048,51.34558842800004,14210105148210059350,1,2,2,2,Ost
223051,14,7,13,000,2021,01,06,3,3,3,7,0,1,0,0,0,2,0,"737398,961538148112595","5687216,447161728516221",12.404675944000076,51.286718353000026,14210112144200070400,2,4,4,4,Süd
223155,14,7,13,000,2021,01,12,2,3,5,3,0,1,0,0,0,0,0,"735615,151279827579856","5696832,708717497065663",12.385499243000027,51.37377740800008,14210111148110072430,0,9,9,9,Nord
223173,14,7,13,000,2021,01,20,3,3,1,7,0,1,0,0,0,2,0,"735691,577642584219575","5696210,438554758206010",12.386182818000066,51.368160070000044,14210119145500087400,1,9,9,9,Nord
223211,14,7,13,000,2021,01,15,6,3,3,6,1,0,0,0,1,0,0,"735009,173001493327320","5693382,490985890850425",12.37452935500005,51.34305818400003,14210108148410072510,1,0,0,0,Mitte
223250,14,7,13,000,2021,01,14,2,3,5,3,1,1,0,0,0,0,0,"735402,529116489924490","5690788,299589687958360",12.378453337000053,51.31960912900007,14210125148210095470,0,4,4,4,Süd
223420,14,7,13,000,2021,01,21,3,3,0,1,1,0,0,0,0,2,0,"735176,256589079275727","5693103,622061353176832",12.376739903000043,51.34048587600006,14210119144200085950,1,0,0,0,Mitte
223449,14,7,13,000,2021,01,09,7,3,1,3,0,1,0,0,0,0,0,"740683,491286309435964","5688728,607677105814219",12.452709224000046,51.29891302500005,14210116148210087480,1,3,3,3,Südost
223470,14,7,13,000,2021,01,06,2,3,5,3,1,1,0,0,0,2,0,"735143,675832694396377","5689219,779284931719303",12.373711318000062,51.30563646600007,14210104144200072310,1,4,4,4,Süd
223503,14,7,13,000,2021,01,15,5,2,6,2,0,1,1,0,0,0,0,"731822,678403777070343","5691416,008348807692528",12.327577878000056,51.32671362700006,14210114144200075100,1,5,5,5,Südwest
223515,14,7,13,000,2021,01,20,1,3,5,3,0,1,0,0,0,2,0,"737123,097932609729469","5692261,829010093584657",12.404080239000052,51.33212136800006,14210110145200085110,0,3,3,3,Südost
223528,14,7,13,000,2021,01,22,4,3,1,1,1,1,0,0,0,2,0,"736735,831906563602388","5692771,786159686744213",12.398870101000057,51.33686013200003,14210106148410060700,1,3,3,3,Südost
223555,14,7,13,000,2021,01,17,2,3,6,4,1,0,1,0,0,2,0,"738117,153093459084630","5693619,109732469543815",12.419230734000053,51.343889002000026,14210125148210113600,1,2,2,2,Ost
223578,14,7,13,000,2021,01,14,3,3,0,7,1,0,0,0,0,0,0,"734712,477500053122640","5693406,423462739214301",12.370292756000026,51.34339556600003,14210105148410058060,1,0,0,0,Mitte
223639,14,7,13,000,2021,01,04,1,2,8,1,0,1,0,0,0,2,0,"743544,545691061764956","5694290,086414549499750",12.497469893000073,51.34761239100004,14210117144200079060,2,2,2,2,Ost
223650,14,7,13,000,2021,01,02,6,3,0,1,1,0,0,0,0,2,0,"734721,304331382736564","5695381,762800507247448",12.371721980000075,51.36112331900006,14210101145500057880,1,9,9,9,Nord
223654,14,7,13,000,2021,01,20,4,3,6,4,0,1,1,0,0,2,0,"733282,114117140881717","5695826,641098264604807",12.351378192000027,51.36570948000008,14210113144200075080,2,8,8,8,Nordwest
