FID_left,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrasse,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID_right,SBZ,Name
125859,125860,14,7,13,000,2016,08,19,3,3,4,2,0,0,1,1,0,0,0,0,"736680,360400000010000","5689794,968399999700000",12.396098909,51.310162758,4,4,4,Süd
125867,125868,14,7,13,000,2016,08,17,6,3,3,2,0,0,1,1,0,0,0,0,"736057,892200000000000","5688151,638199999900000",12.386097114,51.29567018,4,4,4,Süd
125871,125872,14,7,13,000,2016,08,15,5,2,5,2,0,0,1,0,0,0,0,1,"735969,672000000020000","5694608,997999999700000",12.389108427,51.35366978,9,9,9,Nord
125874,125875,14,7,13,000,2016,08,11,3,3,1,6,0,0,0,1,0,0,0,0,"728461,057000000030000","5690200,170099999800000",12.27863157,51.317158654,6,6,6,West
125877,125878,14,7,13,000,2016,08,16,4,3,5,3,0,0,1,1,0,0,0,0,"735279,329000000030000","5690885,348199999900000",12.376752524,51.320531225,4,4,4,Süd
125890,125891,14,7,13,000,2016,09,11,6,3,5,3,0,0,1,0,0,0,0,1,"735897,099500000010000","5694740,504800000200000",12.388155235,51.354880339,9,9,9,Nord
125893,125894,14,7,13,000,2016,09,07,5,3,2,6,0,0,0,1,0,0,0,0,"731882,596900000000000","5691788,720700000400000",12.328678885,51.330034975,5,5,5,Südwest
125895,125896,14,7,13,000,2016,09,21,4,3,0,7,2,0,0,1,0,1,0,0,"728461,594999999970000","5690198,100999999800000",12.278637951,51.317139863,6,6,6,West
125899,125900,14,7,13,000,2016,09,14,1,2,0,7,0,1,0,1,0,0,0,1,"733832,496300000000000","5694049,974399999700000",12.358102906,51.349534992,0,0,0,Mitte
125901,125902,14,7,13,000,2016,09,16,6,3,6,4,0,0,0,1,1,0,0,0,"735399,915099999980000","5690865,896300000100000",12.378467118,51.320306747,4,4,4,Süd
125904,125905,14,7,13,000,2016,09,21,6,2,1,1,2,0,0,1,0,1,0,0,"734881,819099999960000","5696522,015599999600000",12.374776548,51.371292274,9,9,9,Nord
125909,125910,14,7,13,000,2016,09,17,4,3,4,2,0,0,0,1,0,0,0,1,"734749,801199999990000","5693852,320600000200000",12.371121683,51.347382704,0,0,0,Mitte
125911,125912,14,7,13,000,2016,09,17,3,3,0,7,0,0,1,1,0,0,0,0,"737188,037800000050000","5693903,827800000100000",12.406104176,51.346833005,2,2,2,Ost
125913,125914,14,7,13,000,2016,08,07,4,3,5,3,0,0,1,1,0,0,0,0,"736680,240299999950000","5693781,529099999900000",12.398744515,51.345946868,2,2,2,Ost
125914,125915,14,7,13,000,2016,09,07,6,3,1,1,0,0,1,1,0,0,0,0,"734018,621000000040000","5695769,438799999700000",12.361901829,51.364893108,9,9,9,Nord
125918,125919,14,7,13,000,2016,09,20,7,2,4,2,2,0,0,1,0,1,0,0,"734639,277600000030000","5695393,368499999900000",12.370553528,51.361261374,9,9,9,Nord
125920,125921,14,7,13,000,2016,09,10,5,3,5,3,0,0,1,1,0,0,0,0,"741608,876799999970000","5693988,948200000500000",12.469522922,51.345735478,2,2,2,Ost
125927,125928,14,7,13,000,2016,09,11,5,3,4,6,0,0,1,0,0,0,0,0,"735652,063599999990000","5692888,315499999600000",12.383416475,51.338356241,0,0,0,Mitte
125928,125929,14,7,13,000,2016,09,08,3,3,4,2,0,0,1,1,0,0,0,0,"728312,895000000020000","5697571,484000000200000",12.281237195,51.383392048,8,8,8,Nordwest
125930,125931,14,7,13,000,2016,09,07,5,3,5,3,0,0,1,1,0,0,0,0,"735174,185000000060000","5693484,159199999600000",12.376961512,51.343902565,0,0,0,Mitte
125932,125933,14,7,13,000,2016,08,12,4,2,5,3,0,0,0,1,0,1,0,0,"734787,374100000020000","5691408,128399999800000",12.370049346,51.325427124,4,4,4,Süd
125933,125934,14,7,13,000,2016,09,12,6,3,1,7,0,0,0,1,0,0,0,0,"731269,547799999940000","5696561,171799999700000",12.322995468,51.373126063,8,8,8,Nordwest
125935,125936,14,7,13,000,2016,09,13,4,3,6,4,0,0,1,0,1,0,0,0,"737257,909199999990000","5693755,507100000000000",12.407006813,51.345472515,2,2,2,Ost
125938,125939,14,7,13,000,2016,09,18,2,3,6,6,0,0,1,0,1,0,0,0,"737234,261999999990000","5692686,440399999700000",12.405955781,51.335886364,3,3,3,Südost
125949,125950,14,7,13,000,2016,09,04,5,3,4,2,2,0,0,1,0,0,0,0,"734892,074000000020000","5698783,990000000200000",12.376418953,51.391592179,9,9,9,Nord
125959,125960,14,7,13,000,2016,09,09,6,3,3,2,0,0,0,1,0,0,0,1,"735102,356000000030000","5694525,010999999900000",12.376619411,51.353275308,0,0,0,Mitte
125962,125963,14,7,13,000,2016,09,07,6,3,1,2,0,0,1,1,0,0,0,0,"742288,724500000010000","5694030,914300000300000",12.479294848,51.345822827,2,2,2,Ost
125963,125964,14,7,13,000,2016,09,16,5,3,5,3,0,0,1,1,0,0,0,0,"735962,745899999980000","5688506,100499999700000",12.384969116,51.29889138,4,4,4,Süd
125968,125969,14,7,13,000,2016,09,05,3,2,0,1,2,0,1,0,0,0,0,0,"727386,465199999980000","5689486,741000000400000",12.262782258,51.311184282,6,6,6,West
125970,125971,14,7,13,000,2016,08,14,4,3,5,7,0,0,1,1,0,0,0,0,"729460,473099999940000","5700940,592699999900000",12.299878398,51.413173803,8,8,8,Nordwest
125971,125972,14,7,13,000,2016,09,15,6,3,2,6,0,0,0,1,0,0,0,0,"735070,264100000030000","5690448,984199999800000",12.373469942,51.316700647,4,4,4,Süd
125980,125981,14,7,13,000,2016,09,08,5,3,5,3,0,0,0,1,0,0,0,0,"738386,651900000060000","5696431,792200000000000",12.424977496,51.369022376,1,1,1,Nordost
125981,125982,14,7,13,000,2016,09,18,3,2,3,5,0,0,1,0,0,0,0,1,"737035,893799999960000","5696233,074000000000000",12.405475174,51.367803916,1,1,1,Nordost
125983,125984,14,7,13,000,2016,09,13,5,3,4,2,0,0,0,1,0,0,0,1,"736542,536800000000000","5690723,906499999600000",12.39474105,51.318558399,0,0,0,Mitte
125987,125988,14,7,13,000,2016,09,14,7,3,6,6,0,0,1,0,1,0,0,0,"735265,256700000030000","5693198,116499999500000",12.378077834,51.341297274,0,0,0,Mitte
125990,125991,14,7,13,000,2016,09,20,4,3,2,6,2,0,1,0,0,1,0,0,"735751,045300000000000","5692813,292500000400000",12.384785308,51.337641789,0,0,0,Mitte
125991,125992,14,7,13,000,2016,08,10,3,3,0,7,0,0,1,0,0,0,0,0,"737203,967599999970000","5693375,068300000400000",12.405980262,51.342080179,2,2,2,Ost
125999,126000,14,7,13,000,2016,09,06,7,3,4,2,1,0,1,1,0,0,0,0,"737570,329000000030000","5693388,307000000000000",12.411239626,51.342046058,2,2,2,Ost
126000,126001,14,7,13,000,2016,08,09,3,3,6,4,0,0,1,0,1,0,0,0,"734682,876999999980000","5691470,795500000000000",12.368593476,51.326032766,0,0,0,Mitte
126001,126002,14,7,13,000,2016,09,13,6,3,4,2,0,0,0,1,0,0,0,0,"730728,223899999980000","5693725,672299999700000",12.31339238,51.347892266,7,7,7,Alt-West
126003,126004,14,7,13,000,2016,09,15,5,2,6,4,0,0,0,1,1,0,0,0,"735105,261399999960000","5694881,262799999700000",12.376896425,51.356471938,0,0,0,Mitte
126005,126006,14,7,13,000,2016,09,20,2,3,3,2,2,0,1,1,0,0,0,0,"737974,709400000050000","5690943,074199999700000",12.415402064,51.319928568,3,3,3,Südost
126008,126009,14,7,13,000,2016,08,10,3,3,0,1,0,0,0,0,0,1,0,0,"732554,621000000040000","5691493,314000000200000",12.338115495,51.327108852,5,5,5,Südwest
126009,126010,14,7,13,000,2016,09,22,6,2,5,3,2,0,1,1,0,0,0,0,"736498,033399999960000","5693662,072100000500000",12.396053603,51.344950427,2,2,2,Ost
126012,126013,14,7,13,000,2016,08,09,4,3,3,2,0,0,1,1,0,0,0,0,"734525,222500000030000","5692565,583599999500000",12.367055244,51.335925091,0,0,0,Mitte
126015,126016,14,7,13,000,2016,08,13,3,3,5,3,0,0,1,1,0,0,0,0,"727782,027800000040000","5689138,551500000100000",12.268226009,51.307900298,6,6,6,West
126016,126017,14,7,13,000,2016,08,14,3,3,6,7,0,0,0,0,1,0,0,1,"737970,941699999970000","5691388,639800000000000",12.415645484,51.323929546,3,3,3,Südost
126022,126023,14,7,13,000,2016,09,16,4,3,0,1,0,0,1,0,0,0,0,0,"743210,809200000020000","5694655,427100000000000",12.492936374,51.351034284,2,2,2,Ost
126024,126025,14,7,13,000,2016,09,07,3,3,5,3,0,0,0,1,0,0,0,0,"737771,769699999950000","5693736,606999999800000",12.41435914,51.345088197,2,2,2,Ost
126028,126029,14,7,13,000,2016,08,14,3,3,4,2,0,0,1,1,0,0,0,0,"733534,935799999980000","5694189,316999999800000",12.353928882,51.350908131,0,0,0,Mitte
126032,126033,14,7,13,000,2016,09,12,5,3,5,3,0,0,0,1,0,0,0,0,"730228,025099999970000","5694085,098600000100000",12.306454557,51.351321625,7,7,7,Alt-West
126033,126034,14,7,13,000,2016,09,09,3,2,1,1,0,0,0,1,0,0,0,1,"732233,782800000040000","5690585,524400000500000",12.332927172,51.319090892,5,5,5,Südwest
126040,126041,14,7,13,000,2016,09,19,5,2,1,5,1,0,1,1,0,0,0,0,"732338,761399999960000","5691389,250000000000000",12.334954825,51.326262893,5,5,5,Südwest
126042,126043,14,7,13,000,2016,08,08,4,3,4,7,0,0,0,1,0,1,0,0,"734780,560000000060000","5692496,230600000400000",12.370668587,51.3351972,0,0,0,Mitte
126044,126045,14,7,13,000,2016,08,11,3,2,5,7,0,0,0,1,0,1,0,0,"737047,272699999970000","5693763,818799999500000",12.403993355,51.345634984,2,2,2,Ost
126048,126049,14,7,13,000,2016,09,08,2,3,0,7,0,1,0,0,0,0,0,1,"729054,561100000050000","5690863,617999999800000",12.287560075,51.322875986,6,6,6,West
126051,126052,14,7,13,000,2016,09,11,7,3,5,3,0,0,0,1,0,1,0,0,"730298,145900000000000","5694032,625599999900000",12.307425854,51.35082217,7,7,7,Alt-West
126052,126053,14,7,13,000,2016,08,16,3,3,5,3,0,0,1,1,0,0,0,0,"731842,583199999990000","5696461,343500000400000",12.331149092,51.371996312,8,8,8,Nordwest
126053,126054,14,7,13,000,2016,09,06,6,3,5,3,1,0,0,0,0,1,0,1,"731815,787299999970000","5696475,055400000000000",12.330773725,51.372130337,8,8,8,Nordwest
126054,126055,14,7,13,000,2016,09,05,7,2,0,7,1,0,1,0,0,0,0,0,"736768,602900000060000","5695705,868700000500000",12.401291316,51.363183145,1,1,1,Nordost
126055,126056,14,7,13,000,2016,08,16,3,3,1,5,0,0,1,0,0,0,0,1,"736885,693100000030000","5693853,621399999600000",12.401737216,51.346508408,2,2,2,Ost
126057,126058,14,7,13,000,2016,09,08,4,3,2,2,0,0,1,1,0,0,0,0,"731848,999700000040000","5690372,826200000000000",12.327276635,51.317338436,5,5,5,Südwest
126059,126060,14,7,13,000,2016,09,11,5,3,0,5,0,0,0,1,0,0,0,1,"739548,528399999950000","5692326,466199999700000",12.438875583,51.331685285,2,2,2,Ost
126063,126064,14,7,13,000,2016,08,14,3,3,1,6,0,0,0,1,0,1,0,0,"739799,999500000030000","5692832,795199999600000",12.442819399,51.336124006,2,2,2,Ost
126071,126072,14,7,13,000,2016,09,09,5,2,4,6,0,0,1,0,0,0,0,0,"734331,466499999980000","5692749,959200000400000",12.364399943,51.337659999,0,0,0,Mitte
126073,126074,14,7,13,000,2016,08,05,3,3,5,3,1,0,1,1,0,0,0,0,"735566,034100000050000","5692151,043200000200000",12.381696113,51.331773902,0,0,0,Mitte
126076,126077,14,7,13,000,2016,09,21,3,2,6,4,2,0,0,0,1,0,0,1,"735300,601900000010000","5693663,193699999700000",12.378891706,51.345457333,0,0,0,Mitte
126078,126079,14,7,13,000,2016,08,14,4,3,1,3,0,0,1,1,0,0,0,0,"742562,321699999970000","5693705,204900000200000",12.482994077,51.342782813,2,2,2,Ost
126087,126088,14,7,13,000,2016,09,16,5,3,6,7,0,0,0,1,1,0,0,0,"730020,046300000050000","5700693,376000000200000",12.307750923,51.410727904,8,8,8,Nordwest
126088,126089,14,7,13,000,2016,09,16,3,3,3,2,0,0,1,1,0,0,0,0,"733024,332999999980000","5694156,079900000200000",12.34658751,51.350819327,0,0,0,Mitte
126090,126091,14,7,13,000,2016,09,09,5,3,0,7,0,0,0,1,0,0,0,0,"731020,638099999980000","5692056,427899999500000",12.316501305,51.332788879,7,7,7,Alt-West
126094,126095,14,7,13,000,2016,09,17,4,3,2,2,0,0,1,1,0,0,0,0,"737267,783999999990000","5693410,109000000200000",12.4069182,51.342368081,2,2,2,Ost
126096,126097,14,7,13,000,2016,09,05,2,2,5,3,2,1,0,1,0,1,0,0,"740367,616400000060000","5690164,106900000000000",12.449153519,51.311931087,3,3,3,Südost
126099,126100,14,7,13,000,2016,09,18,6,3,5,3,0,0,1,1,0,0,0,0,"732334,398599999960000","5693059,903300000400000",12.335981739,51.341261689,7,7,7,Alt-West
126104,126105,14,7,13,000,2016,08,20,2,3,1,3,2,0,1,1,0,0,0,0,"735174,180399999950000","5693484,046400000300000",12.376961372,51.343901554,0,0,0,Mitte
126106,126107,14,7,13,000,2016,09,14,7,2,5,3,0,0,1,0,0,0,0,0,"738339,175599999960000","5694404,945700000000000",12.422938831,51.350849567,1,1,1,Nordost
126109,126110,14,7,13,000,2016,09,20,4,3,3,6,2,0,1,1,0,0,0,0,"736394,241999999970000","5687598,201999999600000",12.390546438,51.290562871,4,4,4,Süd
126111,126112,14,7,13,000,2016,09,13,5,3,2,6,0,0,0,1,0,0,0,1,"737127,075700000040000","5694426,642900000300000",12.405578659,51.351551259,1,1,1,Nordost
126112,126113,14,7,13,000,2016,08,07,2,3,1,6,0,0,0,1,0,0,0,0,"734134,767200000000000","5692849,140900000000000",12.361646258,51.338631319,0,0,0,Mitte
126117,126118,14,7,13,000,2016,09,08,6,2,4,2,0,0,1,1,0,0,0,0,"736261,239399999960000","5692975,796900000400000",12.392204415,51.338888734,0,0,0,Mitte
126123,126124,14,7,13,000,2016,09,09,6,3,2,6,0,0,0,1,0,0,0,0,"731967,314000000010000","5688398,648000000000000",12.327688046,51.29956834,5,5,5,Südwest
126128,126129,14,7,13,000,2016,09,11,5,3,4,2,0,0,1,0,0,0,0,1,"733537,248400000040000","5694189,590599999800000",12.353962213,51.350909637,0,0,0,Mitte
126129,126130,14,7,13,000,2016,08,12,4,3,5,3,0,0,1,0,0,0,0,0,"735006,935599999970000","5691937,417200000000000",12.37354398,51.330087581,0,0,0,Mitte
126131,126132,14,7,13,000,2016,09,07,4,3,6,4,0,0,0,1,1,0,0,0,"737379,706200000020000","5693160,546699999800000",12.408355894,51.340081283,2,2,2,Ost
126139,126140,14,7,13,000,2016,09,12,6,3,2,6,0,0,0,1,0,0,0,0,"733407,683599999990000","5692163,855700000200000",12.350777194,51.332778688,5,5,5,Südwest
126141,126142,14,7,13,000,2016,09,13,5,3,5,3,0,0,1,1,0,0,0,0,"736384,689800000050000","5695700,524700000000000",12.395783084,51.363295029,9,9,9,Nord
126142,126143,14,7,13,000,2016,09,05,3,3,5,3,1,1,1,1,0,0,0,0,"739237,731400000050000","5699128,765499999700000",12.438997429,51.392871843,1,1,1,Nordost
126144,126145,14,7,13,000,2016,08,07,2,3,5,2,0,0,1,1,0,0,0,0,"739920,228200000010000","5693956,005400000100000",12.44529883,51.346154907,2,2,2,Ost
126148,126149,14,7,13,000,2016,09,07,3,3,4,2,0,0,0,1,0,1,0,0,"743010,875099999950000","5691493,071800000000000",12.487913471,51.322736718,2,2,2,Ost
126157,126158,14,7,13,000,2016,09,13,3,3,3,6,0,0,1,0,0,0,0,0,"737731,055000000050000","5693962,385999999900000",12.413926351,51.347131814,2,2,2,Ost
126160,126161,14,7,13,000,2016,09,13,3,3,2,2,0,0,0,1,0,0,0,0,"728543,458199999990000","5689531,196100000300000",12.279383387,51.311120006,6,6,6,West
126167,126168,14,7,13,000,2016,09,16,3,3,5,2,0,0,1,0,0,0,0,0,"733579,585700000050000","5690679,433500000300000",12.352267733,51.319383072,5,5,5,Südwest
126172,126173,14,7,13,000,2016,09,06,5,3,4,2,1,0,1,1,0,0,0,0,"740847,205199999970000","5696487,036399999600000",12.460297589,51.368480356,2,2,2,Ost
126175,126176,14,7,13,000,2016,09,23,2,2,4,7,2,0,1,0,1,0,0,0,"735284,564400000030000","5692732,516900000200000",12.378046986,51.337109908,0,0,0,Mitte
126176,126177,14,7,13,000,2016,09,16,3,3,5,2,0,0,0,1,0,1,0,0,"734645,702200000060000","5691486,303000000300000",12.368071074,51.326187301,0,0,0,Mitte
126177,126178,14,7,13,000,2016,09,14,3,2,8,1,0,0,1,0,0,0,0,0,"742100,363200000020000","5693951,791299999700000",12.476541507,51.345192906,2,2,2,Ost
126181,126182,14,7,13,000,2016,09,21,6,3,6,6,2,1,0,1,1,0,0,0,"735584,093800000030000","5692918,864000000100000",12.382462617,51.338658615,0,0,0,Mitte
126183,126184,14,7,13,000,2016,09,08,2,3,8,1,0,0,0,1,0,0,0,0,"730278,386799999980000","5684958,867100000400000",12.301285926,51.269374529,5,5,5,Südwest
126185,126186,14,7,13,000,2016,09,08,4,3,3,3,0,0,1,1,0,0,0,0,"736120,883700000010000","5699316,363199999600000",12.394403103,51.395860971,9,9,9,Nord
126191,126192,14,7,13,000,2016,09,15,2,3,2,6,0,0,0,1,0,0,0,0,"737860,704600000060000","5697144,408499999900000",12.417912288,51.375639229,1,1,1,Nordost
126197,126198,14,7,13,000,2016,09,11,6,3,3,2,0,0,1,1,0,0,0,0,"734525,163199999950000","5693149,358500000100000",12.367438762,51.341165334,0,0,0,Mitte
126200,126201,14,7,13,000,2016,09,15,6,3,6,4,0,0,0,1,1,0,0,0,"731453,863000000010000","5688453,492999999800000",12.32037118,51.300269603,5,5,5,Südwest
126201,126202,14,7,13,000,2016,09,16,2,3,6,2,0,0,0,1,1,0,0,0,"734937,479599999960000","5695755,207600000300000",12.375068167,51.364386143,9,9,9,Nord
126202,126203,14,7,13,000,2016,09,17,4,3,0,3,0,0,1,1,0,0,0,0,"734636,219300000000000","5690902,881299999500000",12.367551223,51.320954154,4,4,4,Süd
126209,126210,14,7,13,000,2016,09,08,7,3,5,3,0,0,1,1,0,0,0,0,"734594,721800000060000","5692777,674999999800000",12.36819086,51.337800252,0,0,0,Mitte
126213,126214,14,7,13,000,2016,09,06,2,2,3,2,0,0,1,1,0,0,0,0,"733934,465399999990000","5696901,298100000200000",12.361439795,51.375087839,9,9,9,Nord
126214,126215,14,7,13,000,2016,09,20,3,3,5,3,2,0,1,1,0,0,0,0,"740376,397600000030000","5694446,378399999800000",12.452167857,51.350363628,2,2,2,Ost
126217,126218,14,7,13,000,2016,09,15,5,3,4,6,0,0,0,1,0,0,0,1,"729059,023999999980000","5698365,287999999700000",12.292453232,51.390217532,8,8,8,Nordwest
126218,126219,14,7,13,000,2016,09,13,7,3,5,3,0,0,1,1,0,0,0,0,"728895,078600000010000","5691757,324099999900000",12.285849041,51.330963144,6,6,6,West
126223,126224,14,7,13,000,2016,09,15,2,3,6,4,0,0,0,1,1,0,0,0,"736122,149899999960000","5697143,186999999900000",12.392976732,51.376353756,9,9,9,Nord
126227,126228,14,7,13,000,2016,09,16,3,3,4,2,0,0,1,1,0,0,0,0,"732593,734399999960000","5691621,681699999600000",12.338759681,51.328245182,5,5,5,Südwest
126229,126230,14,7,13,000,2016,09,23,6,3,3,2,2,1,0,1,0,1,0,0,"729210,350400000000000","5699415,032499999700000",12.295302221,51.399580012,8,8,8,Nordwest
126232,126233,14,7,13,000,2016,09,13,2,2,4,2,0,0,1,1,0,0,0,0,"738561,740699999970000","5697633,632000000200000",12.428294799,51.379736368,1,1,1,Nordost
126236,126237,14,7,13,000,2016,09,08,2,3,2,6,0,1,0,1,0,0,0,0,"735037,930799999970000","5691471,213100000300000",12.373680649,51.325889944,0,0,0,Mitte
126241,126242,14,7,13,000,2016,09,15,6,3,3,6,0,0,0,1,0,0,1,0,"735984,805500000020000","5694641,116499999500000",12.389346671,51.353951799,9,9,9,Nord
126243,126244,14,7,13,000,2016,09,22,2,3,1,1,2,0,1,1,0,0,0,0,"729219,942200000050000","5690787,122700000200000",12.289880366,51.322122673,6,6,6,West
126246,126247,14,7,13,000,2016,09,16,4,3,5,3,0,0,1,1,0,0,0,0,"735568,724200000060000","5692176,913300000100000",12.381751762,51.332005006,0,0,0,Mitte
126251,126252,14,7,13,000,2016,09,18,7,3,1,6,0,0,1,0,0,0,0,1,"735144,815100000010000","5689213,723799999800000",12.373723643,51.305581638,4,4,4,Süd
126252,126253,14,7,13,000,2016,09,18,6,3,0,7,1,0,1,0,0,0,0,0,"733562,198600000000000","5697491,821999999700000",12.356488594,51.38054188,8,8,8,Nordwest
126257,126258,14,7,13,000,2016,09,07,3,2,5,3,0,0,1,1,0,0,0,0,"737614,040000000040000","5692036,843000000300000",12.410964668,51.329897012,3,3,3,Südost
126261,126262,14,7,13,000,2016,09,15,4,3,1,7,0,0,1,1,0,0,0,0,"735587,110800000020000","5693110,322300000100000",12.38263249,51.340375951,0,0,0,Mitte
126265,126266,14,7,13,000,2016,09,08,7,3,5,3,0,0,1,1,0,0,0,0,"735909,740899999980000","5688684,875799999600000",12.384328304,51.300518088,4,4,4,Süd
126275,126276,14,7,13,000,2016,09,08,7,3,1,2,0,0,0,1,0,0,0,0,"738350,047799999940000","5692368,852900000300000",12.421731983,51.332569205,2,2,2,Ost
126277,126278,14,7,13,000,2016,09,13,5,3,5,3,0,0,1,1,0,0,0,0,"741516,182099999980000","5688373,001400000400000",12.464390604,51.295368722,3,3,3,Südost
126282,126283,14,7,13,000,2016,09,10,6,1,5,3,0,0,1,1,0,0,0,0,"736780,973499999960000","5690613,959499999900000",12.398083518,51.317472338,0,0,0,Mitte
126288,126289,14,7,13,000,2016,09,09,7,3,2,6,0,1,0,1,0,0,0,0,"734850,805700000030000","5691925,305999999900000",12.371298907,51.330043346,0,0,0,Mitte
126290,126291,14,7,13,000,2016,09,15,4,3,2,6,0,0,0,1,0,1,0,0,"734756,954999999960000","5693479,646999999900000",12.370978506,51.344034487,0,0,0,Mitte
126293,126294,14,7,13,000,2016,09,07,3,1,3,2,0,0,1,0,0,0,1,0,"737331,989900000040000","5693072,495699999900000",12.407613401,51.339310848,2,2,2,Ost
126301,126302,14,7,13,000,2016,09,20,4,3,3,6,2,0,1,1,0,0,0,0,"736393,283000000050000","5692124,969800000100000",12.393532164,51.331196669,0,0,0,Mitte
126302,126303,14,7,13,000,2016,09,11,7,3,5,3,0,1,0,1,0,0,0,0,"735436,735499999950000","5690147,779299999600000",12.378520507,51.313845435,4,4,4,Süd
126304,126305,14,7,13,000,2016,09,08,4,3,2,6,0,0,0,1,0,1,0,0,"735159,414699999960000","5693558,283300000200000",12.376798768,51.344574037,0,0,0,Mitte
126306,126307,14,7,13,000,2016,09,11,7,3,3,2,0,0,0,1,0,0,0,1,"728912,218800000030000","5689665,394600000200000",12.284751542,51.312176559,6,6,6,West
126307,126308,14,7,13,000,2016,09,13,6,2,3,6,0,0,0,1,0,0,0,1,"739277,432099999980000","5693844,118099999600000",12.436010813,51.345421529,2,2,2,Ost
126308,126309,14,7,13,000,2016,09,07,5,3,3,2,0,0,1,1,0,0,0,0,"734795,709099999980000","5692482,798600000300000",12.370876821,51.335070375,0,0,0,Mitte
126310,126311,14,7,13,000,2016,09,09,2,2,3,6,0,0,0,1,0,0,0,0,"737149,889500000050000","5696436,066700000300000",12.407245214,51.369578406,1,1,1,Nordost
126312,126313,14,7,13,000,2016,09,06,5,3,5,3,0,0,1,1,0,0,0,0,"731976,021300000020000","5693977,134399999900000",12.331442912,51.34964177,7,7,7,Alt-West
126313,126314,14,7,13,000,2016,09,07,4,3,5,3,0,0,0,1,0,0,0,0,"733606,963699999960000","5694064,439899999600000",12.354879457,51.349757571,0,0,0,Mitte
126317,126318,14,7,13,000,2016,09,19,4,3,4,2,1,0,0,1,0,0,0,0,"733225,045099999990000","5693904,411899999700000",12.349299868,51.348477891,0,0,0,Mitte
126319,126320,14,7,13,000,2016,09,12,4,3,5,3,0,0,0,1,0,0,0,0,"735402,543999999990000","5690787,873700000300000",12.378453269,51.3196053,4,4,4,Süd
126322,126323,14,7,13,000,2016,09,16,5,3,5,3,0,0,1,1,0,0,0,0,"729216,515999999950000","5694578,556200000500000",12.292271254,51.356160249,7,7,7,Alt-West
126326,126327,14,7,13,000,2016,09,17,1,3,5,3,0,0,0,1,0,0,0,0,"732688,484500000020000","5691861,325400000400000",12.340273756,51.330357644,5,5,5,Südwest
126330,126331,14,7,13,000,2016,09,16,4,3,5,3,0,0,1,1,0,0,0,0,"735963,449499999990000","5688506,267000000000000",12.384979301,51.298892583,4,4,4,Süd
126331,126332,14,7,13,000,2016,09,19,5,3,2,6,2,0,0,1,0,0,0,0,"728394,980699999960000","5690398,843899999700000",12.277812223,51.318968727,6,6,6,West
126334,126335,14,7,13,000,2016,09,07,5,3,3,2,0,0,1,1,0,0,0,0,"737786,573199999980000","5691451,703400000000000",12.413046311,51.324572688,3,3,3,Südost
126343,126344,14,7,13,000,2016,09,07,5,3,5,3,0,0,1,1,0,0,0,0,"736797,046300000050000","5697142,196800000000000",12.40265571,51.376063866,1,1,1,Nordost
126346,126347,14,7,13,000,2016,09,11,7,2,0,1,0,1,0,0,0,1,0,0,"734688,352500000040000","5693355,266300000300000",12.369913267,51.342946317,0,0,0,Mitte
126350,126351,14,7,13,000,2016,09,07,4,2,3,2,0,0,1,1,0,0,0,0,"735001,415000000040000","5692243,756000000100000",12.373666905,51.332839678,0,0,0,Mitte
126355,126356,14,7,13,000,2016,09,12,1,3,5,3,0,0,0,1,0,1,0,0,"736548,718600000020000","5692238,412399999800000",12.395834613,51.332150333,3,3,3,Südost
126357,126358,14,7,13,000,2016,09,10,1,2,9,1,0,0,1,0,0,0,0,0,"734999,148700000020000","5692263,452300000000000",12.373647421,51.333017416,0,0,0,Mitte
126361,126362,14,7,13,000,2016,09,07,4,3,3,2,0,0,1,1,0,0,0,0,"737190,017699999970000","5693978,404099999900000",12.406182239,51.347501581,2,2,2,Ost
126366,126367,14,7,13,000,2016,09,19,1,2,5,3,0,0,0,1,0,1,0,0,"731684,145200000030000","5687918,189700000000000",12.323321408,51.295370592,5,5,5,Südwest
126371,126372,14,7,13,000,2016,09,11,4,3,1,7,0,0,1,1,0,0,0,0,"737693,727799999990000","5692455,098500000300000",12.412385409,51.333617994,2,2,2,Ost
126401,126402,14,7,13,000,2016,09,07,2,3,2,6,0,1,0,1,0,0,0,0,"733347,628299999980000","5690609,524899999600000",12.348899107,51.318850691,5,5,5,Südwest
126405,126406,14,7,13,000,2016,09,15,3,3,5,3,0,0,0,1,0,0,0,0,"731953,152400000020000","5690768,180900000000000",12.329025797,51.320845022,5,5,5,Südwest
126413,126414,14,7,13,000,2016,09,13,4,3,5,3,0,0,1,1,0,0,0,0,"727367,267600000020000","5690975,081700000000000",12.263456209,51.324553405,6,6,6,West
126419,126420,14,7,13,000,2016,09,16,6,3,4,2,0,0,0,1,0,0,0,0,"733821,553100000020000","5692556,123300000100000",12.356965167,51.336129909,0,0,0,Mitte
126420,126421,14,7,13,000,2016,10,08,6,3,2,2,0,1,0,1,0,0,0,0,"736596,790999999970000","5691283,917999999600000",12.395889814,51.323562621,0,0,0,Mitte
