OBJECTID_1,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID,SBZ,Name
169645,14,7,13,000,2018,09,11,4,2,6,2,0,0,1,1,0,0,0,0,"736515,842100000010000","5687405,997399999800000",12.392159973000048,51.28878711400006,4,4,4,Süd
169646,14,7,13,000,2018,09,20,4,3,5,3,2,0,1,0,0,0,0,0,"737927,966600000040000","5692862,018699999900000",12.416013540000051,51.337172569000074,2,2,2,Ost
169647,14,7,13,000,2018,09,09,4,2,5,3,0,1,1,0,0,0,0,0,"731055,006300000010000","5697842,822599999600000",12.32075171100007,51.38471851000003,8,8,8,Nordwest
169648,14,7,13,000,2018,09,07,4,3,2,6,0,1,1,0,0,0,0,0,"736590,829400000050000","5695458,410299999600000",12.398577756000066,51.36103598400007,9,9,9,Nord
169672,14,7,13,000,2018,09,15,3,3,4,7,0,0,1,0,0,0,0,0,"737640,342999999990000","5690781,097000000100000",12.410504440000068,51.31861438100003,3,3,3,Südost
169674,14,7,13,000,2018,09,04,3,3,2,3,2,1,1,0,0,0,0,0,"733390,360299999940000","5697657,863300000300000",12.354132741000058,51.382103004000044,8,8,8,Nordwest
169676,14,7,13,000,2018,09,17,3,2,5,3,0,1,0,0,0,0,0,0,"732859,094000000040000","5691726,650000000400000",12.342630407000058,51.32907889100005,5,5,5,Südwest
169679,14,7,13,000,2018,09,17,3,2,1,5,0,1,1,0,0,0,0,0,"729336,660799999950000","5697559,922399999600000",12.295916864000048,51.38287564900003,8,8,8,Nordwest
169680,14,7,13,000,2018,09,10,3,3,2,2,0,0,1,0,0,0,0,0,"734162,749500000030000","5692191,435399999800000",12.36161497300003,51.33271591000005,0,0,0,Mitte
169681,14,7,13,000,2018,09,09,3,3,1,2,0,1,1,0,0,0,0,0,"735097,485899999970000","5697035,869699999700000",12.378209301000027,51.37581555200006,9,9,9,Nord
169683,14,7,13,000,2018,09,08,3,3,1,5,0,1,1,0,0,0,0,0,"737301,554200000010000","5693902,114900000400000",12.407730075000075,51.34677025900004,2,2,2,Ost
169685,14,7,13,000,2018,09,16,3,2,5,2,0,1,1,0,0,0,0,0,"734891,761399999960000","5694338,086400000400000",12.373477047000051,51.35168447700005,0,0,0,Mitte
169687,14,7,13,000,2018,09,09,3,3,6,4,0,1,0,1,0,0,0,0,"732509,159800000020000","5691330,415599999900000",12.337357868000026,51.32566513900008,5,5,5,Südwest
169689,14,7,13,000,2018,09,09,3,3,3,2,0,1,1,0,0,0,0,0,"732992,675999999980000","5691256,950000000200000",12.344237400000054,51.324807855000074,5,5,5,Südwest
169692,14,7,13,000,2018,09,16,3,3,5,3,0,1,1,0,0,0,0,0,"741888,371399999950000","5689389,934500000400000",12.470407951000027,51.304338296000026,3,3,3,Südost
169694,14,7,13,000,2018,09,09,3,3,6,2,0,0,1,1,0,0,0,0,"735759,618299999970000","5692924,382799999800000",12.384981691000064,51.33863541200003,0,0,0,Mitte
169714,14,7,13,000,2018,09,10,2,3,6,4,0,0,0,1,0,0,1,0,"737693,592900000050000","5692419,442499999900000",12.412359690000073,51.33329800100006,2,2,2,Ost
169716,14,7,13,000,2018,09,10,2,3,5,2,0,0,1,0,0,0,1,1,"729281,743400000040000","5689785,799700000300000",12.29012201100005,51.31310872600005,6,6,6,West
169718,14,7,13,000,2018,09,15,2,3,2,6,0,0,1,0,0,0,0,1,"730297,552700000000000","5693544,915599999900000",12.307101834000036,51.34644425300007,7,7,7,Alt-West
169720,14,7,13,000,2018,09,10,2,3,5,3,0,1,1,0,0,0,0,0,"734568,963800000030000","5692134,019000000300000",12.367397940000046,51.33203313800004,0,0,0,Mitte
169722,14,7,13,000,2018,09,16,2,3,2,6,0,0,1,0,0,0,0,0,"735311,470800000010000","5692446,344999999700000",12.378243545000032,51.33452999900004,0,0,0,Mitte
169740,14,7,13,000,2018,09,15,2,3,1,2,0,1,0,0,0,0,1,0,"735019,941800000030000","5692401,133999999600000",12.374036188000048,51.33424470800003,0,0,0,Mitte
169742,14,7,13,000,2018,09,15,2,3,2,6,0,0,1,0,0,0,0,0,"733935,466000000010000","5696910,161999999500000",12.361459980000063,51.37516699300005,9,9,9,Nord
169745,14,7,13,000,2018,09,07,2,3,5,3,0,1,1,0,0,0,0,0,"738015,860299999940000","5692043,641499999900000",12.416726364000056,51.32979005100003,2,2,2,Ost
169747,14,7,13,000,2018,09,18,2,3,3,6,0,0,1,0,1,0,0,0,"733966,226099999970000","5697614,731499999800000",12.36236501600007,51.38147883500005,9,9,9,Nord
169751,14,7,13,000,2018,09,08,2,3,1,5,0,1,1,0,0,0,0,0,"735490,625699999980000","5695646,747600000400000",12.382927894000034,51.363183579000065,9,9,9,Nord
169753,14,7,13,000,2018,09,07,2,2,5,2,0,1,1,0,0,0,0,0,"735869,088299999940000","5691969,202300000000000",12.385918134000065,51.33001606100004,0,0,0,Mitte
169766,14,7,13,000,2018,09,11,1,3,3,6,0,0,1,0,1,0,0,1,"742459,330100000020000","5692609,103900000500000",12.48077207700004,51.332988828000055,2,2,2,Ost
169784,14,7,13,000,2018,09,16,7,2,5,3,0,0,1,0,1,0,0,0,"734734,808399999980000","5691177,956100000100000",12.369144676000076,51.32338268600006,4,4,4,Süd
169785,14,7,13,000,2018,09,20,1,3,5,2,2,1,1,0,0,0,0,0,"737377,705199999970000","5692671,124599999700000",12.408001070000068,51.335689037000066,3,3,3,Südost
169796,14,7,13,000,2018,09,04,7,3,1,1,2,1,1,0,0,0,0,1,"736149,647800000040000","5691827,174900000000000",12.38984391300005,51.32862478800007,0,0,0,Mitte
169798,14,7,13,000,2018,09,15,7,3,1,5,0,1,1,0,0,0,0,0,"737622,215100000030000","5695326,823900000200000",12.413277333000053,51.359424499000056,1,1,1,Nordost
169800,14,7,13,000,2018,09,20,7,2,5,3,2,1,1,0,0,0,0,0,"735767,910200000040000","5692887,549700000300000",12.38507614100007,51.33830135000005,0,0,0,Mitte
169803,14,7,13,000,2018,09,16,6,3,0,6,0,1,0,0,0,0,1,0,"732435,872300000050000","5691673,822499999800000",12.336531786000023,51.32877775900005,5,5,5,Südwest
169804,14,7,13,000,2018,09,21,6,3,1,6,2,0,1,0,1,0,0,1,"734818,653000000050000","5692508,463000000500000",12.37122252200004,51.33529127700007,0,0,0,Mitte
169806,14,7,13,000,2018,09,17,6,3,3,7,0,1,1,0,0,0,0,1,"737208,360100000050000","5693347,701100000200000",12.406024985000045,51.34183269600004,2,2,2,Ost
169816,14,7,13,000,2018,10,18,1,2,3,5,1,1,0,0,0,0,1,0,"735340,272299999950000","5693119,413099999500000",12.379100935000054,51.34055976500008,0,0,0,Mitte
169817,14,7,13,000,2018,10,05,1,3,2,2,2,0,1,0,0,0,0,0,"732892,828800000020000","5690897,286700000100000",12.342571917000043,51.32162015100005,5,5,5,Südwest
169821,14,7,13,000,2018,10,11,7,3,4,6,0,1,0,0,0,0,0,0,"735145,476400000040000","5689208,923999999600000",12.37372995100003,51.305538280000064,4,4,4,Süd
169822,14,7,13,000,2018,10,18,7,2,6,4,0,0,1,1,0,0,0,0,"737397,848699999970000","5699296,654600000000000",12.412712304000024,51.395151346000034,9,9,9,Nord
169823,14,7,13,000,2018,10,10,7,3,5,3,0,1,0,0,0,0,0,0,"734727,172900000010000","5690907,174300000100000",12.36885701400007,51.32095517800008,4,4,4,Süd
169848,14,7,13,000,2018,10,01,1,3,3,5,2,1,1,0,0,0,0,0,"735008,672799999940000","5692138,588200000100000",12.37370154100006,51.33189265200008,0,0,0,Mitte
169849,14,7,13,000,2018,10,07,6,3,5,3,0,1,1,0,0,0,0,0,"737392,884800000000000","5691601,779600000000000",12.40750622400003,51.326084183000034,3,3,3,Südost
169850,14,7,13,000,2018,10,02,1,3,6,4,2,0,1,1,0,0,0,0,"735058,453100000040000","5689740,679399999800000",12.372834010000076,51.310347483000044,4,4,4,Süd
169851,14,7,13,000,2018,10,17,6,3,1,2,0,1,1,0,0,0,0,0,"734784,755400000020000","5692497,577700000300000",12.370729595000057,51.33520756000007,0,0,0,Mitte
169854,14,7,13,000,2018,10,14,6,3,2,2,0,1,1,0,0,1,0,0,"734732,653399999950000","5690208,680100000500000",12.368475766000074,51.31468291500005,4,4,4,Süd
169858,14,7,13,000,2018,10,11,6,2,4,6,0,0,1,0,0,0,0,0,"731151,937400000050000","5693988,936900000100000",12.319637148000027,51.35008342500004,7,7,7,Alt-West
169860,14,7,13,000,2018,10,17,6,2,6,2,0,0,1,1,0,0,0,0,"731751,696699999970000","5690851,417899999800000",12.326193810000063,51.32167431200003,5,5,5,Südwest
169872,14,7,13,000,2018,10,08,7,2,5,2,0,1,1,0,0,0,0,0,"741843,922400000040000","5695456,011800000400000",12.473888382000041,51.358803058000035,2,2,2,Ost
169874,14,7,13,000,2018,10,14,7,3,6,6,0,1,0,1,0,0,0,0,"734915,240299999950000","5692525,102599999900000",12.37261759100005,51.335400754000034,0,0,0,Mitte
169876,14,7,13,000,2018,10,13,7,3,3,6,0,1,0,0,0,0,1,0,"734913,063199999980000","5690903,681300000300000",12.371517696000069,51.32084711300007,4,4,4,Süd
169895,14,7,13,000,2018,10,20,5,3,2,2,2,1,1,0,0,0,0,0,"734680,368299999970000","5694727,849700000100000",12.370703715000047,51.35527046000004,0,0,0,Mitte
169896,14,7,13,000,2018,10,07,6,3,3,2,0,1,1,0,0,0,0,0,"733819,169800000030000","5692551,213999999700000",12.356927791000032,51.33608682000005,0,0,0,Mitte
169897,14,7,13,000,2018,10,04,5,2,6,6,2,1,0,1,0,0,0,0,"740890,845899999960000","5690205,424300000100000",12.456674847000045,51.31208075200004,3,3,3,Südost
169898,14,7,13,000,2018,10,10,6,3,5,3,0,0,1,0,1,0,0,0,"731605,461200000020000","5692935,171400000300000",12.325453108000033,51.34043937100006,7,7,7,Alt-West
169899,14,7,13,000,2018,10,06,6,3,3,2,1,1,1,0,0,0,0,0,"735588,072700000020000","5692239,487999999900000",12.382070375000069,51.33255868200007,0,0,0,Mitte
169900,14,7,13,000,2018,10,10,5,3,5,3,0,1,1,0,0,0,0,0,"739383,987100000030000","5691716,230499999600000",12.436108165000064,51.326277196000035,2,2,2,Ost
169902,14,7,13,000,2018,10,18,5,3,4,2,1,0,1,0,0,0,0,0,"735470,432000000030000","5697584,330299999600000",12.383921680000071,51.38058415000006,9,9,9,Nord
169905,14,7,13,000,2018,10,13,5,3,2,6,0,0,1,0,0,0,0,0,"734787,799899999980000","5695356,622100000300000",12.372658805000071,51.36087017500006,9,9,9,Nord
169907,14,7,13,000,2018,10,16,5,3,5,3,0,0,1,0,0,0,0,0,"732265,131000000050000","5691211,034900000300000",12.333783744000073,51.32469316300006,5,5,5,Südwest
169909,14,7,13,000,2018,10,15,5,2,5,2,0,1,1,0,0,0,0,0,"735401,982899999940000","5690909,732800000300000",12.378525680000052,51.32069938400008,4,4,4,Süd
169911,14,7,13,000,2018,10,07,5,3,6,4,0,0,0,1,1,0,0,0,"735578,487899999950000","5695841,427600000100000",12.384316654000031,51.36489465000005,9,9,9,Nord
169928,14,7,13,000,2018,10,16,5,3,6,4,0,0,1,1,0,0,0,0,"737075,319999999950000","5693315,957000000400000",12.404097179000075,51.341603243000066,2,2,2,Ost
169930,14,7,13,000,2018,10,15,5,2,6,2,0,0,1,1,0,0,0,0,"732720,658599999970000","5696021,824500000100000",12.343454704000067,51.36769183500007,8,8,8,Nordwest
169933,14,7,13,000,2018,10,15,5,2,4,6,0,1,1,0,0,0,0,0,"735391,214500000000000","5691181,934600000300000",12.378551131000052,51.32314721900008,4,4,4,Süd
169935,14,7,13,000,2018,10,10,5,3,4,2,0,0,1,0,0,0,0,0,"736464,828100000040000","5687482,785000000100000",12.391480527000056,51.28949755900004,4,4,4,Süd
169948,14,7,13,000,2018,10,20,4,3,5,7,2,0,1,0,0,0,0,0,"735068,263900000020000","5696018,153199999600000",12.377117284000065,51.36669232700007,9,9,9,Nord
169950,14,7,13,000,2018,10,18,4,3,6,6,0,0,1,1,0,0,0,0,"732161,988099999960000","5699473,126899999600000",12.337698346000025,51.39890155900008,8,8,8,Nordwest
169958,14,7,13,000,2018,10,20,3,3,9,1,2,0,1,0,0,0,0,1,"735598,223699999970000","5693398,592500000300000",12.382982459000061,51.34295894300004,0,0,0,Mitte
169960,14,7,13,000,2018,10,18,3,2,5,3,0,0,1,0,0,0,0,1,"735518,797499999990000","5692039,176400000200000",12.380945334000046,51.33078931000006,0,0,0,Mitte
169962,14,7,13,000,2018,10,15,3,2,0,7,0,1,0,0,0,0,0,1,"736265,539100000050000","5692485,599299999900000",12.391940920000025,51.33448683100005,0,0,0,Mitte
169964,14,7,13,000,2018,10,13,3,3,1,6,0,1,1,0,0,0,0,1,"728388,895000000020000","5691135,481399999900000",12.278196932000071,51.325584167000045,6,6,6,West
169967,14,7,13,000,2018,10,11,3,3,5,3,0,0,1,0,0,0,0,0,"730420,255800000040000","5690954,466400000300000",12.30718530400003,51.32314011100004,7,7,7,Alt-West
169969,14,7,13,000,2018,10,17,3,3,5,1,0,0,1,0,0,0,0,1,"735268,124799999990000","5695215,422700000000000",12.379452279000077,51.35940405800005,0,0,0,Mitte
169972,14,7,13,000,2018,10,17,3,3,5,3,0,0,1,0,0,0,0,0,"731600,440999999990000","5690501,078999999900000",12.323799295000072,51.31859095300007,5,5,5,Südwest
169978,14,7,13,000,2018,10,03,4,3,7,1,2,1,0,0,0,0,0,0,"734838,777899999990000","5692992,195899999700000",12.371829816000059,51.33962514600006,0,0,0,Mitte
169980,14,7,13,000,2018,10,15,4,3,6,4,0,0,1,1,0,0,0,0,"731729,706699999980000","5690705,011900000300000",12.325783619000049,51.32036900400004,5,5,5,Südwest
169982,14,7,13,000,2018,10,16,4,3,2,6,0,0,0,0,1,0,1,0,"739823,026399999970000","5694776,810499999700000",12.444458692000069,51.35356321900008,2,2,2,Ost
169984,14,7,13,000,2018,10,17,4,3,4,2,0,1,1,0,0,0,0,0,"733824,894699999950000","5692556,433500000300000",12.357013257000062,51.33613131900006,0,0,0,Mitte
169986,14,7,13,000,2018,10,17,4,3,6,4,1,0,1,1,0,0,0,0,"737297,941899999980000","5696701,899799999800000",12.409545735000052,51.371902695000074,1,1,1,Nordost
169989,14,7,13,000,2018,10,13,4,3,5,2,0,1,1,0,0,0,0,0,"738188,924000000000000","5692414,271999999900000",12.419453689000022,51.33304437900006,2,2,2,Ost
169991,14,7,13,000,2018,10,15,4,3,5,3,0,0,1,0,1,0,0,0,"740846,446600000020000","5694779,203999999900000",12.45913048400007,51.35315196300007,2,2,2,Ost
169993,14,7,13,000,2018,10,17,4,2,2,6,0,0,1,0,0,0,1,0,"734951,055300000010000","5690882,845700000400000",12.372048223000036,51.32064439800007,4,4,4,Süd
169995,14,7,13,000,2018,10,08,4,2,5,3,0,1,1,0,0,0,0,0,"734151,022699999970000","5695637,559399999700000",12.363713566000058,51.363654749000034,9,9,9,Nord
170004,14,7,13,000,2018,10,19,2,3,0,1,0,0,0,0,1,0,0,0,"735778,738600000040000","5693142,875699999700000",12.385400338000068,51.34058873500004,0,0,0,Mitte
170006,14,7,13,000,2018,10,12,2,3,6,2,0,0,1,1,0,0,0,1,"732140,585599999990000","5690675,210500000000000",12.331650457000023,51.31993401200003,5,5,5,Südwest
170008,14,7,13,000,2018,10,17,2,3,2,2,0,1,1,0,0,0,0,0,"737746,021799999990000","5692151,933899999600000",12.412932449000039,51.330874926000035,3,3,3,Südost
170010,14,7,13,000,2018,10,12,2,2,5,3,0,1,1,0,0,0,0,0,"739941,622100000040000","5698066,280500000300000",12.448378329000036,51.38303827900006,1,1,1,Nordost
170024,14,7,13,000,2018,10,11,3,3,2,2,0,0,1,0,1,0,0,0,"735143,916199999980000","5689218,330099999900000",12.373713805000023,51.30562335800005,4,4,4,Süd
170026,14,7,13,000,2018,10,12,3,3,5,3,0,1,1,0,0,0,0,0,"731697,939200000020000","5692631,234699999900000",12.326580816000046,51.337673315000075,7,7,7,Alt-West
170028,14,7,13,000,2018,10,09,3,3,2,6,0,0,1,0,0,0,0,0,"741894,131000000050000","5693997,039300000300000",12.473616614000036,51.34568680600006,2,2,2,Ost
170030,14,7,13,000,2018,09,21,1,3,5,3,2,0,0,0,1,0,1,0,"735088,313899999950000","5689716,651399999900000",12.373245850000046,51.31011946600006,4,4,4,Süd
170032,14,7,13,000,2018,09,15,1,3,5,2,0,0,1,0,0,0,1,0,"734818,228800000040000","5694103,475599999500000",12.372268176000034,51.34960890600007,0,0,0,Mitte
170033,14,7,13,000,2018,09,21,1,3,2,6,2,0,1,0,0,0,0,0,"734105,377800000020000","5695058,072999999900000",12.362677708000035,51.35847183200008,9,9,9,Nord
170052,14,7,13,000,2018,09,11,7,3,6,7,0,0,0,1,0,0,1,0,"736883,234500000020000","5688688,115899999600000",12.398269750000054,51.30014304500003,4,4,4,Süd
170053,14,7,13,000,2018,09,19,7,3,0,6,1,1,0,0,0,0,1,0,"740728,466099999960000","5696747,326600000300000",12.458771204000072,51.370866928000055,1,1,1,Nordost
170066,14,7,13,000,2018,10,11,2,3,5,3,0,0,1,0,0,0,0,0,"728536,716099999960000","5689940,976800000300000",12.27954935200006,51.31480142800007,6,6,6,West
170067,14,7,13,000,2018,09,13,6,3,2,6,0,0,1,0,0,0,0,0,"737373,359799999980000","5693152,855200000100000",12.408259818000033,51.340014893000046,2,2,2,Ost
170068,14,7,13,000,2018,10,17,2,3,3,6,0,1,0,0,0,0,1,0,"733038,446099999940000","5690602,050699999600000",12.344465099000047,51.31891029500008,5,5,5,Südwest
170070,14,7,13,000,2018,09,08,6,3,5,3,0,1,1,0,0,0,0,0,"737252,376700000020000","5694948,314100000100000",12.407722569000043,51.35618151500006,1,1,1,Nordost
170071,14,7,13,000,2018,10,16,2,2,4,6,0,1,0,0,0,0,0,0,"735111,516700000040000","5694191,642900000300000",12.376530524000032,51.350279097000055,0,0,0,Mitte
170072,14,7,13,000,2018,09,16,6,3,5,3,0,1,1,0,0,0,0,0,"735173,221000000020000","5693463,575000000200000",12.376934101000074,51.34371819300003,0,0,0,Mitte
170073,14,7,13,000,2018,10,11,2,3,2,6,0,0,1,0,0,1,1,0,"735211,832700000030000","5694046,905299999800000",12.377872877000073,51.348938385000054,0,0,0,Mitte
170074,14,7,13,000,2018,09,09,6,2,5,3,0,1,1,0,0,0,0,0,"729913,263000000040000","5693411,578599999700000",12.301507127000036,51.34540282700004,7,7,7,Alt-West
170079,14,7,13,000,2018,09,12,6,3,1,5,0,1,0,0,0,1,0,1,"736905,684800000050000","5693048,176699999700000",12.401487927000062,51.33927031800005,3,3,3,Südost
170081,14,7,13,000,2018,09,17,6,3,1,5,0,1,0,0,0,1,0,0,"735045,480199999990000","5691363,609799999700000",12.373717859000067,51.32492093500008,4,4,4,Süd
170093,14,7,13,000,2018,11,11,7,2,4,2,0,1,1,0,0,0,0,0,"737373,398000000040000","5693158,769100000200000",12.408264307000024,51.340067960000056,2,2,2,Ost
170095,14,7,13,000,2018,11,12,7,2,6,4,0,0,0,1,0,0,1,0,"735111,545300000000000","5694193,479399999600000",12.376532147000034,51.35029557000007,0,0,0,Mitte
170097,14,7,13,000,2018,11,16,7,3,5,3,2,1,1,0,0,0,0,0,"734372,375000000000000","5692372,809999999600000",12.364738073000069,51.33425767500006,0,0,0,Mitte
170100,14,7,13,000,2018,11,16,7,3,1,5,0,1,1,0,0,0,0,0,"734946,987500000050000","5695788,051900000300000",12.375226198000064,51.36467703300008,9,9,9,Nord
170104,14,7,13,000,2018,10,17,4,3,6,2,0,1,0,1,0,0,0,0,"735756,158199999950000","5692868,766200000400000",12.384895294000046,51.33813761600004,0,0,0,Mitte
170106,14,7,13,000,2018,10,18,4,3,5,3,2,1,1,0,0,0,0,0,"735272,227599999980000","5691183,798399999700000",12.376847736000059,51.32321316200006,4,4,4,Süd
170108,14,7,13,000,2018,10,17,4,3,5,3,1,0,1,0,0,0,0,0,"734644,826899999990000","5693253,347000000100000",12.369222284000045,51.34204941100006,0,0,0,Mitte
170110,14,7,13,000,2018,10,11,4,3,2,6,0,0,1,0,0,0,0,0,"734772,153000000050000","5698940,411999999500000",12.374801799000068,51.39304588200008,9,9,9,Nord
170115,14,7,13,000,2018,11,07,6,3,3,5,0,1,1,0,0,0,0,0,"736858,986999999960000","5693048,099299999900000",12.400818658000048,51.33928907500007,3,3,3,Südost
170116,14,7,13,000,2018,11,16,6,2,0,7,0,0,1,0,0,0,1,0,"734277,743999999950000","5695511,513399999600000",12.36544759800006,51.362471070000026,9,9,9,Nord
170118,14,7,13,000,2018,11,08,6,3,6,4,0,1,0,1,0,0,0,0,"734747,008999999960000","5690908,093299999800000",12.369141783000032,51.32095524500005,4,4,4,Süd
170120,14,7,13,000,2018,11,21,6,2,5,3,2,1,0,0,0,0,1,0,"735065,596699999990000","5690670,425400000100000",12.37354904700004,51.318690322000066,4,4,4,Süd
170122,14,7,13,000,2018,11,11,6,3,3,6,0,1,1,0,0,0,0,0,"731863,229500000020000","5689256,259200000200000",12.326754741000059,51.30730938900007,5,5,5,Südwest
170130,14,7,13,000,2018,10,12,3,3,8,1,0,0,1,0,0,0,0,0,"734442,211299999970000","5697089,263299999800000",12.368846124000072,51.37656571400004,9,9,9,Nord
170136,14,7,13,000,2018,10,07,3,3,3,6,0,1,0,0,0,0,0,0,"735800,259300000030000","5691396,604600000200000",12.384553124000035,51.32490479300003,0,0,0,Mitte
170137,14,7,13,000,2018,10,17,3,3,1,3,0,1,1,0,0,0,0,0,"733913,679699999980000","5693201,953200000300000",12.358709515000044,51.341889328000036,0,0,0,Mitte
170139,14,7,13,000,2018,10,17,3,3,5,3,1,0,1,0,0,0,0,0,"736065,008000000030000","5688534,705699999800000",12.386452268000028,51.29910576900005,4,4,4,Süd
170141,14,7,13,000,2018,10,11,3,3,1,6,0,0,1,0,0,0,0,0,"735045,513799999960000","5691362,382000000200000",12.373717530000022,51.32490990000008,4,4,4,Süd
170143,14,7,13,000,2018,11,06,5,3,1,6,1,0,1,0,1,0,0,0,"737201,698399999990000","5693398,073800000400000",12.405963064000048,51.34228762400005,2,2,2,Ost
170147,14,7,13,000,2018,11,05,5,3,0,7,2,1,0,0,0,0,0,0,"736485,900700000000000","5688791,789099999700000",12.392649109000047,51.301238788000035,4,4,4,Süd
170149,14,7,13,000,2018,11,08,5,3,5,3,0,0,1,0,0,0,1,0,"727784,123099999970000","5689139,866299999900000",12.268256860000065,51.30791126300005,6,6,6,West
170151,14,7,13,000,2018,11,16,5,3,3,2,1,1,1,0,0,0,0,0,"734450,119100000010000","5692131,880300000300000",12.365693597000075,51.332062938000036,0,0,0,Mitte
170153,14,7,13,000,2018,11,11,5,3,5,3,0,1,1,0,0,0,0,0,"727735,460899999950000","5688842,676900000300000",12.267370205000077,51.30526274600004,6,6,6,West
170177,14,7,13,000,2018,10,06,2,3,5,3,2,1,0,0,0,0,0,0,"734304,696899999980000","5691823,055400000000000",12.36340677000004,51.32935069800004,0,0,0,Mitte
170179,14,7,13,000,2018,10,07,2,3,5,3,1,1,1,0,0,0,0,0,"742017,406500000040000","5693996,107699999600000",12.475382730000035,51.34562598300005,2,2,2,Ost
170180,14,7,13,000,2018,10,07,2,2,1,5,2,1,1,0,0,0,0,0,"735072,457700000030000","5690384,501199999800000",12.373458862000064,51.316120915000056,4,4,4,Süd
170191,14,7,13,000,2018,10,10,4,3,8,1,0,0,0,0,1,0,0,0,"739124,969599999950000","5693713,210900000300000",12.43373777000005,51.34431067600008,2,2,2,Ost
170196,14,7,13,000,2018,10,14,4,3,5,3,0,0,1,0,0,0,0,0,"737665,007699999960000","5691877,911700000100000",12.411588934000065,51.328449146000025,3,3,3,Südost
170198,14,7,13,000,2018,10,01,4,3,4,2,2,1,1,0,0,0,0,0,"734245,627300000050000","5692148,442099999600000",12.362774294000076,51.33229585500004,0,0,0,Mitte
170204,14,7,13,000,2018,10,17,1,3,5,3,0,1,1,0,0,0,0,0,"727208,253299999980000","5693565,146599999600000",12.262829777000036,51.34786896900005,7,7,7,Alt-West
170206,14,7,13,000,2018,10,16,1,3,3,6,0,0,1,0,0,0,0,0,"732041,694800000060000","5690715,367700000300000",12.330259897000076,51.320334829000046,5,5,5,Südwest
170207,14,7,13,000,2018,10,09,1,3,5,3,0,1,1,0,0,0,0,0,"742270,939900000000000","5694562,790300000500000",12.479401918000065,51.35060419000007,2,2,2,Ost
170216,14,7,13,000,2018,10,07,3,3,5,2,0,1,1,0,0,0,0,0,"738697,719999999970000","5689273,004999999900000",12.424641347000033,51.30463531600003,3,3,3,Südost
170218,14,7,13,000,2018,10,06,3,3,3,3,1,1,1,0,0,0,0,1,"734869,637100000050000","5694503,658900000200000",12.373269156000049,51.35317985800003,0,0,0,Mitte
170220,14,7,13,000,2018,10,06,3,2,2,6,1,0,1,0,0,0,0,1,"735387,297499999990000","5690886,880800000400000",12.378300220000028,51.32050033100006,4,4,4,Süd
170221,14,7,13,000,2018,10,18,3,3,2,2,2,0,1,0,0,0,0,1,"737284,010800000050000","5692941,541799999800000",12.406838588000028,51.33815541900003,2,2,2,Ost
170224,14,7,13,000,2018,10,17,7,3,5,3,0,1,1,0,0,0,0,0,"736354,001000000050000","5687463,519999999600000",12.389881236000065,51.28937062300008,4,4,4,Süd
170226,14,7,13,000,2018,10,13,7,3,6,4,0,0,1,1,0,0,0,0,"732628,057000000030000","5692595,652999999900000",12.339887346000069,51.33697419600003,7,7,7,Alt-West
170229,14,7,13,000,2018,10,13,7,3,6,7,0,1,0,1,0,0,0,0,"734920,965300000040000","5693011,034799999600000",12.37302009900003,51.33976030400004,0,0,0,Mitte
170232,14,7,13,000,2018,10,20,7,2,5,3,1,0,1,0,0,0,0,0,"737637,563399999980000","5692162,811800000300000",12.411385706000033,51.33101788600004,3,3,3,Südost
170246,14,7,13,000,2018,10,08,6,3,5,3,0,1,1,0,0,0,0,0,"734537,170500000010000","5695592,947499999800000",12.369221092000032,51.36309502700004,9,9,9,Nord
170248,14,7,13,000,2018,10,15,6,3,5,7,0,0,1,0,0,0,1,0,"737283,623999999950000","5692939,716799999600000",12.406831829000055,51.33813919900007,2,2,2,Ost
170249,14,7,13,000,2018,10,19,2,3,5,3,2,1,1,0,0,0,0,0,"735923,145099999970000","5692740,183000000200000",12.387203170000078,51.33691417000006,0,0,0,Mitte
170250,14,7,13,000,2018,10,12,6,3,3,3,0,0,1,0,0,0,1,0,"735005,434200000020000","5691910,042100000200000",12.37350441500007,51.32984247100006,0,0,0,Mitte
170251,14,7,13,000,2018,10,07,2,3,5,3,0,1,1,0,0,0,0,1,"739220,300000000050000","5689688,934000000400000",12.432403296000075,51.308149324000055,3,3,3,Südost
170252,14,7,13,000,2018,10,00,6,3,6,7,2,0,1,1,0,0,0,0,"737266,941299999950000","5690895,816399999900000",12.405232049000062,51.31979992000004,0,0,0,Mitte
170269,14,7,13,000,2018,10,06,5,3,5,3,2,0,1,0,1,0,0,0,"731889,983299999960000","5692885,449400000300000",12.329498578000027,51.33987706900007,7,7,7,Alt-West
170271,14,7,13,000,2018,10,18,5,2,6,4,1,0,1,1,0,0,0,0,"730166,696800000030000","5689974,297100000100000",12.302919847000055,51.314443708000056,6,6,6,West
170273,14,7,13,000,2018,10,16,5,3,3,2,0,1,1,0,0,0,0,0,"738277,351499999990000","5693725,422000000300000",12.421597832000032,51.34477613900003,2,2,2,Ost
170275,14,7,13,000,2018,10,08,5,3,5,2,0,1,1,0,0,0,0,0,"734773,855199999990000","5693730,349299999900000",12.371386037000036,51.346277910000026,0,0,0,Mitte
